등급,어휘,품사,日本語品詞,어종,원어,日本の漢字,外来語,의미,定義の日本語訳,日本語訳,tags
1등급,덕분,명사,名詞,한자어,德分,德分,,베풀어 준 은혜나 도움.,施してくれた恩恵や助け。,おかげ,等級:1 語種:漢字語 品詞:名詞
1등급,도,의존명사,依存名詞,한자어,度,度,,"「1」섭씨 또는 화씨 온도의 단위.
「2」각도의 단위. 1도는 직각의 90분의 1이다. 보통 숫자 뒤 어깨에 '˚'를 두어 나타낸다.
「3」음정의 단위. 보표 위에서 같은 선이나 같은 칸이다.
「4」위도나 경도를 나타내는 단위.
「5」물질의 경도(硬度), 비중, 농도를 나타내는 단위.",摂氏または華氏温度の単位。角度の単位。1度は直角の90分の1である。通常数字の後ろ肩に「˚」を付けて示す。音程の単位。五線譜の上で同じ線や同じ間である。緯度や経度を示す単位。物質の硬度、比重、濃度を示す単位。,度,等級:1 語種:漢字語 品詞:依存名詞
1등급,도구,명사,名詞,한자어,道具,道具,,"「1」일을 할 때 쓰는 연장을 통틀어 이르는 말.
「2」어떤 목적을 이루기 위한 수단이나 방법.
「3」불도를 닦을 때 쓰는 기구를 통틀어 이르는 말. 불상, 바리때 따위가 있다.",仕事をする時に使う道具を総称する言葉。ある目的を達成するための手段や方法。仏道を修行する時に使う器具を総称する言葉。仏像、托鉢器などがある。,道具,等級:1 語種:漢字語 品詞:名詞
1등급,도대체,부사,副詞,한자어,都大體,都大體,,"「1」다른 말은 그만두고 요점만 말하자면.
「2」유감스럽게도 전혀.
「3」전혀 알지 못하거나 아주 궁금하여 묻는 것인데.",他の言葉はさておき要点だけを言うと。残念ながら全く。全く知らなかったり、非常に気になって尋ねること。,そもそも,等級:1 語種:漢字語 品詞:副詞
1등급,도로,명사,名詞,한자어,道路,道路,,"사람, 차 따위가 잘 다닐 수 있도록 만들어 놓은 비교적 넓은 길.",人、車などがよく通れるように作られた比較的広い道。,道路,等級:1 語種:漢字語 品詞:名詞
1등급,도망,명사,名詞,한자어,逃亡,逃亡,,피하거나 쫓기어 달아남.,逃げたり追いかけられて逃げること。,逃亡,等級:1 語種:漢字語 品詞:名詞
1등급,도서관,명사,名詞,한자어,圖書館,圖書館,,"온갖 종류의 도서, 문서, 기록, 출판물 따위의 자료를 모아 두고 일반이 볼 수 있도록 한 시설.",あらゆる種類の図書、文書、記録、出版物などの資料を集めておき、一般が見られるようにした施設。,図書館,等級:1 語種:漢字語 品詞:名詞
1등급,도시,명사,名詞,한자어,都市,都市,,"일정한 지역의 정치ㆍ경제ㆍ문화의 중심이 되는, 사람이 많이 사는 지역.",一定地域の政治・経済・文化の中心となる、人が多く住む地域。,都市,等級:1 語種:漢字語 品詞:名詞
1등급,도자기,명사,名詞,한자어,陶瓷器,陶瓷器,,"도기(陶器), 자기(瓷器), 사기(沙器), 질그릇 따위를 통틀어 이르는 말. 점토에 장석, 석영 따위의 가루를 섞어 성형, 건조, 소성(燒成)한 제품으로, 소지(素地)의 상태, 소성 온도 따위에 따라 토기, 도기, 석기(炻器), 자기로 나눈다.",陶器、磁器、炻器、素焼きの器などを総称する言葉。粘土に長石、石英などの粉を混ぜて成形、乾燥、焼成した製品で、素地の状態、焼成温度などによって土器、陶器、炻器、磁器に分ける。,陶磁器,等級:1 語種:漢字語 品詞:名詞
1등급,도장,명사,名詞,한자어,圖章,圖章,,"일정한 표적으로 삼기 위하여 개인, 단체, 관직 따위의 이름을 나무, 뼈, 뿔, 수정, 돌, 금 따위에 새겨 문서에 찍도록 만든 물건.",一定の標的とするために、個人、団体、官職などの名前を木、骨、角、水晶、石、金などに刻んで文書に押すために作った物。,印章,等級:1 語種:漢字語 品詞:名詞
1등급,도전,명사,名詞,한자어,挑戰,挑戰,,"「1」정면으로 맞서 싸움을 걺.
「2」어려운 사업이나 기록 경신 따위에 맞섬을 비유적으로 이르는 말.",正面から立ち向かって戦いを挑むこと。困難な事業や記録更新などに立ち向かうことを比喩的に言う言葉。,挑戦,等級:1 語種:漢字語 品詞:名詞
1등급,도착,명사,名詞,한자어,到着,到着,,목적한 곳에 다다름.,目的の場所にたどり着くこと。,到着,等級:1 語種:漢字語 品詞:名詞
1등급,독,명사,名詞,한자어,毒,毒,,"「1」건강이나 생명에 해가 되는 성분.
「2」독성을 가진 약제. 극약보다 독성이 한층 강하여 극히 적은 양으로도 사람이나 동물의 건강이나 생명을 해칠 수 있다. 아비소산(亞砒素酸), 모르핀, 염산, 흰인 따위가 있다.
「3」사납고 모진 기운이나 기색.
「4」좋고 바른 것을 망치거나 손해를 끼침. 또는 그 손해.",健康や生命に害を与える成分。毒性を持つ薬。劇薬よりも毒性が一層強く、極めて少量でも人や動物の健康や生命を害することができる。亜砒素酸、モルヒネ、塩酸、白リンなどがある。荒々しく激しい気運や気配。良いものや正しいものを台無しにしたり損害を与えたりすること。またはその損害。,毒,等級:1 語種:漢字語 品詞:名詞
1등급,독감,명사,名詞,한자어,毒感,毒感,,"「1」지독한 감기.
「2」인플루엔자 바이러스에 의하여 일어나는 감기. 고열이 나며 폐렴, 가운데귀염, 뇌염 따위의 합병증을 일으킨다.",ひどい風邪。インフルエンザウイルスによって起こる風邪。高熱が出て、肺炎、中耳炎、脳炎などの合併症を起こす。,インフルエンザ,等級:1 語種:漢字語 品詞:名詞
1등급,독서,명사,名詞,한자어,讀書,讀書,,책을 읽음.,本を読むこと。,読書,等級:1 語種:漢字語 品詞:名詞
1등급,동,명사,名詞,한자어,東,東,,"「1」네 방위의 하나. 해가 떠오르는 쪽이다.
「2」마작에서, 자리를 정할 때 ‘東’ 패를 잡아 기준이 되는 자리에서 맨 먼저 놀이하는 사람.
「3」‘동쪽’의 뜻을 나타내는 말.",四方の一つ。日が昇る方角である。麻雀で、席を決める際に「東」牌を取り、基準となる席から最初に遊ぶ人。「東」の意味を表す言葉。,東,等級:1 語種:漢字語 品詞:名詞
1등급,동,명사,名詞/依存名詞,한자어,棟,棟,,"[Ⅰ]「1」용마루, 추녀마루 따위처럼 지붕 위에 있는 마루.
[Ⅰ]「2」규모가 큰 집채.
[Ⅱ]집채를 세거나 차례를 나타내는 단위.",棟木、軒丸棟など、屋根の上にある棟。規模の大きな家屋。家屋を数えたり順序を示したりする単位。,棟,等級:1 語種:漢字語 品詞:名詞/依存名詞 risk:multi_pos
1등급,동갑,명사,名詞,한자어,同甲,同甲,,"「1」육십갑자가 같다는 뜻으로, 같은 나이를 이르는 말. 또는 나이가 같은 사람.
「2」나이가 같은 사람끼리 친목을 꾀하기 위하여 맺는 계.",六十干支が同じという意味で、同じ年齢を言う言葉。または年齢が同じ人。年齢が同じ人同士で親睦を図るために結ぶ互助組織。,同い年,等級:1 語種:漢字語 品詞:名詞
1등급,동굴,명사,名詞,한자어,洞窟,洞窟,,자연적으로 생긴 깊고 넓은 큰 굴.,自然にできた深く広い大きな穴。,洞窟,等級:1 語種:漢字語 品詞:名詞
1등급,동물,명사,名詞,한자어,動物,動物,,"「1」생물계의 두 갈래 가운데 하나. 현재 100만~120만 종이 알려져 있고 그 가운데 약 80%는 곤충이 차지한다. 원생동물부터 척추동물까지 23개 문(門)으로 분류된다. 주로 유기물을 영양분으로 섭취하며, 운동, 감각, 신경 따위의 기능이 발달하였다. 소화, 배설, 호흡, 순환, 생식 따위의 기관이 분화되어 있다.
「2」사람을 제외한 길짐승, 날짐승, 물짐승 따위를 통틀어 이르는 말.",生物界の二つのうちの一つ。現在100万～120万種が知られており、そのうち約80％は昆虫が占める。原生動物から脊椎動物まで23門に分類される。主に有機物を栄養分として摂取し、運動、感覚、神経などの機能が発達した。消化、排泄、呼吸、循環、生殖などの器官が分化している。 人をのぞいた陸上動物、鳥類、水生動物などを総称する。,動物,等級:1 語種:漢字語 品詞:名詞
1등급,동물원,명사,名詞,한자어,動物園,動物園,,각지의 동물을 관람할 수 있도록 일정한 시설을 갖추어 놓은 곳.,各地の動物を観覧できるように一定の施設を備えた場所。,動物園,等級:1 語種:漢字語 品詞:名詞
1등급,동상,명사,名詞,한자어,銅像,銅像,,사람이나 동물의 형상으로 만든 기념물. 주로 구리로 만든다.,人や動物の形で作られた記念物。主に銅で作る。,銅像,等級:1 語種:漢字語 品詞:名詞
1등급,동시,명사,名詞,한자어,同時,同時,,"「1」같은 때나 시기.
「2」어떤 사실을 겸함.",同じ時や時期。 ある事実を兼ねること。,同時,等級:1 語種:漢字語 品詞:名詞
1등급,동요,명사,名詞,한자어,童謠,童謡,,"「1」문학 장르의 하나로, 어린이들의 생활 감정이나 심리를 표현한 정형시. 형식상 음수율이 강화되어 음악성이 돋보이며 형식과 수사(修辭)를 중요시한다.
「2」어린이를 위하여 동심(童心)을 바탕으로 지은 노래.",文学ジャンルの一つで、子供たちの生活感情や心理を表現した定型詩。形式上、音数律が強化され音楽性が際立ち、形式と修辞を重視する。 子供のために童心を基盤として作った歌。,童謡,等級:1 語種:漢字語 品詞:名詞
1등급,동작,명사,名詞,한자어,動作,動作,,"「1」몸이나 손발 따위를 움직임. 또는 그런 모양.
「2」무술이나 춤 따위에서, 특정한 형식을 갖는 몸이나 손발의 움직임.",体や手足などを動かすこと。またはその様子。 武術や踊りなどで、特定の形式を持つ体や手足の動き。,動作,等級:1 語種:漢字語 品詞:名詞
1등급,동전,명사,名詞,한자어,銅錢,銅銭,,"「1」구리로 만든 돈. 실제로는 구리와 주석의 합금으로 되어 있다.
「2」구리ㆍ은ㆍ니켈 또는 이들의 합금 따위로 만든, 동그랗게 생긴 모든 돈을 통틀어 이르는 말.",銅で作った銭。実際には銅と錫の合金でできている。 銅・銀・ニッケルまたはこれらの合金などで作られた、丸い形の全ての銭を総称する言葉。,銅銭,等級:1 語種:漢字語 品詞:名詞
1등급,동화,명사,名詞,한자어,童話,童話,,어린이를 위하여 동심(童心)을 바탕으로 지은 이야기. 또는 그런 문예 작품. 대체로 공상적ㆍ서정적ㆍ교훈적인 내용으로 되어 있다.,子供のために童心を基盤として作った物語。またはそのような文学作品。概して空想的・叙情的・教訓的な内容でできている。,童話,等級:1 語種:漢字語 品詞:名詞
1등급,동화책,명사,名詞,한자어,童話冊,童話冊,,동화를 쓴 책.,童話を書いた本。,童話集,等級:1 語種:漢字語 品詞:名詞
1등급,두부,명사,名詞,한자어,豆腐,豆腐,,콩으로 만든 식품의 하나. 물에 불린 콩을 갈아서 짜낸 콩 물을 끓인 다음 간수를 넣어 엉기게 하여 만든다.,大豆で作った食品の一つ。水に浸した大豆を潰して絞った豆乳を煮詰めた後、にがりを入れて固めて作る。,豆腐,等級:1 語種:漢字語 品詞:名詞
1등급,두유,명사,名詞,한자어,豆乳,豆乳,,"물에 불린 콩을 간 다음, 물을 붓고 끓여 걸러서 만든 우유 같은 액체.",水に浸した大豆を潰した後、水を加えて煮て漉して作った牛乳のような液体。,豆乳,等級:1 語種:漢字語 品詞:名詞
1등급,등,명사,名詞/依存名詞,한자어,等,等,,"[Ⅰ]「1」높고 낮음이나 좋고 나쁨 따위의 차이를 여러 층으로 구분한 단계.
[Ⅰ]「2」벼슬아치가 벼슬을 살고 있는 동안.
[Ⅱ]등급이나 석차를 나타내는 단위.",高さや良し悪しなどの違いをいくつかの段階に区分した段階。 官吏が官職に就いている間。 等級や順位を示す単位。,等,等級:1 語種:漢字語 品詞:名詞/依存名詞 risk:multi_pos
1등급,등,의존명사,依存名詞,한자어,等,等,,"「1」그 밖에도 같은 종류의 것이 더 있음을 나타내는 말.
「2」두 개 이상의 대상을 열거한 다음에 쓰여, 대상을 그것만으로 한정함을 나타내는 말.",その他にも同じ種類のものがさらにあることを示す言葉。 二つ以上の対象を列挙した後で使われ、対象をそれだけに限ることを示す言葉。,等,等級:1 語種:漢字語 品詞:依存名詞
1등급,등,명사,名詞,한자어,燈,燈,,불을 켜서 어두운 곳을 밝히거나 신호를 보내는 기구.,火を灯して暗い場所を明るくしたり、信号を送ったりする器具。,灯,等級:1 語種:漢字語 品詞:名詞
1등급,등산,명사,名詞,한자어,登山,登山,,"「1」운동, 놀이, 탐험 따위의 목적으로 산에 오름.
「2」승려가 수도를 위하여 산에 들어가 머무름.",運動、遊び、探検などの目的で山に登ること。 僧侶が修行のために山に入って留まること。,登山,等級:1 語種:漢字語 品詞:名詞
1등급,등장,명사,名詞,한자어,登場,登場,,"「1」무대나 연단 따위에 나옴.
「2」어떤 사건이나 분야에서 새로운 제품이나 현상, 인물 등이 세상에 처음으로 나옴.
「3」연극, 영화, 소설 따위에 어떤 인물이 나타남.",舞台や壇上などに出てくること。 ある事件や分野で新しい製品や現象、人物などが世の中に初めて現れること。 演劇、映画、小説などに、ある人物が現れること。,登場,等級:1 語種:漢字語 品詞:名詞
1등급,리,의존명사,依存名詞,한자어,理,理,,"‘까닭’, ‘이치’의 뜻을 나타내는 말.",「理由」「道理」という意味を表す言葉。,理,等級:1 語種:漢字語 品詞:依存名詞
1등급,마녀,명사,名詞,한자어,魔女,魔女,,"「1」유럽 등지의 민간 전설에 나오는 요녀(妖女). 주문(呪文)과 마술을 써서 사람에게 불행이나 해악을 가져다준다고 한다.
「2」악마처럼 성질이 악한 여자.",ヨーロッパなどの民間伝承に登場する妖女。呪文と魔術を使って人に不幸や害悪をもたらすとされる。 悪魔のように性質の悪い女。,魔女,等級:1 語種:漢字語 品詞:名詞
1등급,마법,명사,名詞,한자어,魔法,魔法,,마력(魔力)으로 불가사의한 일을 행하는 술법.,魔力で不思議なことを行う術。,魔法,等級:1 語種:漢字語 品詞:名詞
1등급,마술,명사,名詞,한자어,魔術,魔術,,"재빠른 손놀림이나 여러 가지 장치, 속임수 따위를 써서 불가사의한 일을 하여 보임. 또는 그런 술법이나 구경거리.",素早い手さばきや様々な仕掛け、ごまかしなどを使って不思議なことを見せること。またはそのような術や見世物。,魔術,等級:1 語種:漢字語 品詞:名詞
1등급,마술사,명사,名詞,한자어,魔術師,魔術師,,마술을 부리는 것을 전문으로 하는 사람.,魔術を演じることを専門とする人。,魔術師,等級:1 語種:漢字語 品詞:名詞
1등급,마차,명사,名詞,한자어,馬車,馬車,,말이 끄는 수레.,馬が引く車。,馬車,等級:1 語種:漢字語 品詞:名詞
1등급,만,수사,数詞/冠詞,한자어,萬,萬,,"[Ⅰ]천의 열 배가 되는 수.
[Ⅱ]천의 열 배가 되는 수의.",千の十倍になる数。 千の十倍になる数の。,万,等級:1 語種:漢字語 品詞:数詞/冠詞 risk:multi_pos
1등급,만두,명사,名詞,한자어,饅頭,饅頭,,"밀가루 따위를 반죽하여 소를 넣어 빚은 음식. 삶거나 찌거나 기름에 튀겨 조리하는데, 떡국에 넣기도 하고 국을 만들어 먹기도 한다.",小麦粉などを練って餡を詰めて作った食べ物。茹でたり蒸したり揚げたりして調理し、雑煮に入れたり汁物にして食べたりする。,饅頭,等級:1 語種:漢字語 品詞:名詞
1등급,만세,명사,名詞/感嘆詞,한자어,萬歲,萬歲,,"[Ⅰ]바람이나 경축, 환호 따위를 나타내기 위하여 두 손을 높이 들면서 외치는 말에 따라 행하는 동작.
[Ⅱ]바람이나 경축, 환호의 느낌으로 외치는 말.","① 바람이나 경축, 환호 등을 나타내기 위해 두 손을 높이 들면서 외치는 말에 따라 행하는 동작。 ② 바람이나 경축, 환호의 느낌으로 외치는 말。",万歳,等級:1 語種:漢字語 品詞:名詞/感嘆詞 risk:multi_pos
1등급,만약,명사,名詞/副詞,한자어,萬若,萬若,,"[Ⅰ]혹시 있을지도 모르는 뜻밖의 경우.
[Ⅱ]혹시 있을지도 모르는 뜻밖의 경우에.",① 万が一、思いがけない場合に。 ② 万が一、思いがけない場合に。,万が一,等級:1 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
1등급,만일,명사,名詞/副詞,한자어,萬一,萬一,,"[Ⅰ]「1」혹시 있을지도 모르는 뜻밖의 경우.
[Ⅰ]「2」만 가운데 하나 정도로 아주 적은 양.
[Ⅱ]혹시 있을지도 모르는 뜻밖의 경우에.",① 万が一、思いがけない場合に。 ② 万が一、思いがけない場合に。 ③ 万のうちの一つというほどごくわずかな量。 ④ 万が一、思いがけない場合に。,万一,等級:1 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
1등급,만족,명사,名詞,한자어,滿足,滿足,,"「1」마음에 흡족함.
「2」모자람이 없이 넉넉함.",① 心に満ち足りること。 ② 不足なく満ち足りていること。,満足,等級:1 語種:漢字語 品詞:名詞
1등급,만화,명사,名詞,한자어,漫畫,漫畫,,"「1」이야기 따위를 여러 장면으로 그린 그림. 대화를 삽입하여 나타낸다.
「2」사물이나 현상의 특징을 과장하여 인생이나 사회를 풍자ㆍ비판하는 그림.
「3」붓 가는 대로 아무렇게나 그린 그림.
「4」웃음거리가 되는 장면을 비유적으로 이르는 말.",① 物語などを複数の場面で描いた絵。会話を挿入して表す。 ② 物事や現象の特徴を誇張して人生や社会を風刺・批判する絵。 ③ 筆の赴くままに描いた絵。 ④ 笑いぐさとなる場面を比喩的に言う言葉。,漫画,等級:1 語種:漢字語 品詞:名詞
1등급,만화책,명사,名詞,한자어,漫畫冊,漫畫冊,,만화를 그려 엮은 책.,漫画を描いてまとめた本。,漫画本,等級:1 語種:漢字語 品詞:名詞
1등급,망원경,명사,名詞,한자어,望遠鏡,望遠鏡,,두 개 이상의 볼록 렌즈를 맞추어서 멀리 있는 물체 따위를 크고 정확하게 보도록 만든 장치.,二つ以上の凸レンズを組み合わせて、遠くにある物体などを大きく正確に見るための装置。,望遠鏡,等級:1 語種:漢字語 品詞:名詞
1등급,매일,명사,名詞/副詞,한자어,每日,每日,,"[Ⅰ]각각의 개별적인 나날.
[Ⅱ]하루하루마다.",① 個々の日々。 ② 日々。,毎日,等級:1 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
1등급,매일매일,명사,名詞/副詞,한자어,每日每日,每日每日,,"[Ⅰ]그날그날의 날.
[Ⅱ]「1」‘매일’을 강조하여 이르는 말.
[Ⅱ]「2」하루가 지날 때마다.",① その日その日の日。 ② 「毎日」を強調して言う言葉。 ③ 日が経つごとに。,毎日毎日,等級:1 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
1등급,매주,명사,名詞/副詞,한자어,每週,每週,,"[Ⅰ]각각의 주(週).
[Ⅱ]각각의 주마다.",① 個々の週。 ② 個々の週ごと。,毎週,等級:1 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
1등급,면,명사,名詞,한자어,面,面,,"「1」사물의 겉으로 드러난 쪽의 평평한 바닥.
「2」입체의 평면이나 표면.
「3」무엇을 향하고 있는 쪽.
「4」어떤 측면이나 방면.
「5」‘체면02’을 예스럽게 이르는 말.
「6」책이나 신문 따위의 지면을 세는 단위.",① 物事の表面で現れた平らな底。 ② 立体の平面や表面。 ③ 何かを向いている側。 ④ ある側面や方面。 ⑤ 「体面」を古風に言う言葉。 ⑥ 本や新聞などのページを数える単位。,面,等級:1 語種:漢字語 品詞:名詞
1등급,명,의존명사,依存名詞,한자어,名,名,,사람을 세는 단위.,人を数える単位。,名,等級:1 語種:漢字語 品詞:依存名詞
1등급,명령,명사,名詞,한자어,命令,命令,,"「1」윗사람이나 상위 조직이 아랫사람이나 하위 조직에 무엇을 하게 함. 또는 그런 내용.
「2」군(軍)에서 상급자나 상위 조직이 하급자나 하위 조직에 군사적 행위를 하게 함. 또는 그런 내용.
「3」공법적 의무를 부과하여 국민의 사실상의 자유를 제한하는 처분.
「4」공법에서, 국회의 의결을 거치지 않고 행정 기관에 의하여 제정되는 국가의 법령. 국회의 의결을 거쳐 제정되는 법률에 상대되는 개념이다. 법률보다 하위의 법이며, 그 형태로는 대통령령, 총리령, 부령(部令) 따위가 있다.
「5」소송법에서, 법원을 구성하는 법관인 재판장이나 수명 법관(受命法官)이 하는 재판. 판결이 아닌 재판이라는 점에서는 결정과 같다.
「6」컴퓨터에 시동, 정지, 계속 따위의 동작을 지정하거나, 입출력(入出力) 제어 장치에 실행할 입출력 동작을 지정함. 또는 그런 일.",① 上の人や上位組織が下の人や下位組織に何かをさせること。またはその内容。 ② 軍隊で上級者や上位組織が下級者や下位組織に軍事的な行為をさせること。またはその内容。 ③ 公法上の義務を課して国民の事実上の自由を制限する処分。 ④ 公法において、国会の議決を経ずに行政機関によって制定される国家の法令。国会の議決を経て制定される法律に相対する概念である。法律より下位の法であり、その形態としては大統領令、首相令、部令などがある。 ⑤ 訴訟法において、裁判所を構成する裁判官である裁判長や受命裁判官が行う裁判。判決ではない裁判という点では決定と同じ。 ⑥ コンピュータに起動、停止、継続などの動作を指定したり、入出力制御装置に実行する入出力動作を指定すること。またはそのこと。,命令,等級:1 語種:漢字語 品詞:名詞
1등급,모양,명사,名詞/依存名詞,한자어,模樣,模樣,,"[Ⅰ]「1」겉으로 나타나는 생김새나 모습.
[Ⅰ]「2」외모에 부리는 멋.
[Ⅰ]「3」어떠한 형편이나 되어 나가는 꼴.
[Ⅰ]「4」남들 앞에서 세워야 하는 위신이나 체면.
[Ⅰ]「5」어떤 모습과 같은 모습.
[Ⅰ]「6」어떤 방식이나 방법.
[Ⅱ]짐작이나 추측을 나타내는 말.",① 外見として現れる形や姿。 ② 外見にこだわる見栄。 ③ いかなる状況や成り行き。 ④ 人々の前で保つべき威信や体面。 ⑤ ある姿と同じ姿。 ⑥ ある方式や方法。 ⑦ 推測や推量を表す言葉。,模様,等級:1 語種:漢字語 品詞:名詞/依存名詞 risk:multi_pos
1등급,모자,명사,名詞,한자어,帽子,帽子,,"「1」머리에 쓰는 물건의 하나. 예의를 차리거나 추위, 더위, 먼지 따위를 막기 위한 것이다.
「2」갓양태 위로 우뚝 솟은 원통 모양의 부분.",① 頭にかぶる物のひとつ。礼儀を正したり、寒さ、暑さ、ほこりなどを防ぐためのものである。 ② 笠の上部で、高くそびえる円筒状の部分。,帽子,等級:1 語種:漢字語 品詞:名詞
1등급,모험,명사,名詞,한자어,冒險,冒險,,위험을 무릅쓰고 어떠한 일을 함. 또는 그 일.,危険を冒してある事を行うこと。またはその事。,冒険,等級:1 語種:漢字語 品詞:名詞
1등급,목,명사,名詞,한자어,木,木,,‘목요일’을 이르는 말.,「木曜日」を指す言葉。,木,等級:1 語種:漢字語 品詞:名詞
1등급,목요일,명사,名詞,한자어,木曜日,木曜日,,월요일을 기준으로 한 주의 넷째 날.,月曜日を基準とした週の4番目の日。,木曜日,等級:1 語種:漢字語 品詞:名詞
1등급,목욕,명사,名詞,한자어,沐浴,沐浴,,머리를 감으며 온몸을 씻는 일.,髪を洗いながら全身を洗うこと。,沐浴,等級:1 語種:漢字語 品詞:名詞
1등급,목욕탕,명사,名詞,한자어,沐浴湯,沐浴湯,,목욕을 할 수 있도록 마련해 놓은 시설.,入浴できるように設けられた施設。,浴場,等級:1 語種:漢字語 品詞:名詞
1등급,목적지,명사,名詞,한자어,目的地,目的地,,목적으로 삼는 곳.,目的とする場所。,目的地,等級:1 語種:漢字語 品詞:名詞
1등급,무궁화,명사,名詞,한자어,無窮花,無窮花,,"「1」아욱과의 낙엽 활엽 관목. 높이는 1.5~4미터이며, 잎은 어긋나며 달걀 모양 또는 마름모꼴로 가장자리에 톱니가 있거나 세 갈래로 갈라진다. 7월부터 9월까지 넓은 종 모양의 꽃이 주로 새로운 가지의 잎겨드랑이에 하나씩 달려서 핀다. 꽃잎은 다섯 장으로 품종에 따라 색이 다양하며 아래쪽에 붉은색의 무늬가 있거나 없다. 다수의 수술대가 하나로 붙어 있으며 암술머리는 다섯 갈래로 얕게 갈라진다. 중국 또는 인도가 원산으로 주로 우리나라 중부 이남에 분포한다.
「2」‘「1」’의 꽃. 우리나라의 국화(國花)이다.",① アオイ科の落葉低木。高さ1.5～4メートルで、葉は互生し卵形またはひし形で縁に鋸歯があるか三つに裂ける。7月から9月まで、広い鐘状の花が主に新しい枝の葉腋に一つずつ咲く。花弁は五枚で品種により色が多様で、下部に赤い模様があるかないかである。多数の雄しべの柄が一つにまとまり、雌しべの柱頭は五つに浅く裂ける。中国またはインドが原産で、主に韓国中部以南に分布する。 ② 「①」の花。韓国の国花である。,ムクゲ,等級:1 語種:漢字語 品詞:名詞
1등급,무기,명사,名詞,한자어,武器,武器,,"「1」전쟁이나 싸움에 사용되는 기구를 통틀어 이르는 말.
「2」어떤 일을 하거나 이루기 위한 중요한 수단이나 도구를 비유적으로 이르는 말.",① 戦争や争いに使われる道具を総称する言葉。 ② ある事を行ったり成し遂げたりするための重要な手段や道具を比喩的に言う言葉。,武器,等級:1 語種:漢字語 品詞:名詞
1등급,무대,명사,名詞,한자어,舞臺,舞臺,,"「1」노래, 춤, 연극 따위를 하기 위하여 객석 정면에 만들어 놓은 단.
「2」주로 활동하는 공간을 비유적으로 이르는 말.
「3」이야기의 배경이 되는 곳을 비유적으로 이르는 말.",① 歌、踊り、演劇などを行うために客席正面に設けられた壇。 ② 主に活動する空間を比喩的に言う言葉。 ③ 物語の背景となる場所を比喩的に言う言葉。,舞台,等級:1 語種:漢字語 品詞:名詞
1등급,무료,명사,名詞,한자어,無料,無料,,"「1」요금이 없음.
「2」급료가 없음.",① 料金がないこと。 ② 給料がないこと。,無料,等級:1 語種:漢字語 品詞:名詞
1등급,무술,명사,名詞,한자어,武術,武術,,"무기 쓰기, 주먹질, 발길질, 말달리기 따위의 무도에 관한 기술.",武器の使用、パンチ、キック、乗馬などの武道に関する技術。,武術,等級:1 語種:漢字語 品詞:名詞
1등급,무시,명사,名詞,한자어,無視,無視,,"「1」사물의 존재 의의나 가치를 알아주지 아니함.
「2」사람을 깔보거나 업신여김.",「1」物事の存在意義や価値を認めないこと。 「2」人を軽んじたり見下したりすること。,無視,等級:1 語種:漢字語 品詞:名詞
1등급,무용,명사,名詞,한자어,舞踊,舞踊,,음악에 맞추어 율동적인 동작으로 감정과 의지를 표현함. 또는 그런 예술.,音楽に合わせて律動的な動作で感情や意志を表現すること。またはそのような芸術。,舞踊,等級:1 語種:漢字語 品詞:名詞
1등급,무작정,명사,名詞/副詞,한자어,無酌定,無茶苦茶,,"[Ⅰ]「1」얼마라든지 혹은 어떻게 하리라고 미리 정한 것이 없음.
[Ⅰ]「2」좋고 나쁨을 가림이 없음.
[Ⅱ]얼마라든지 혹은 어떻게 하리라고 미리 정한 것이 없이.",[Ⅰ]「1」いくら、あるいはどうするかをあらかじめ決めていないこと。 [Ⅰ]「2」良い悪いを区別しないこと。 [Ⅱ]いくら、あるいはどうするかをあらかじめ決めていないこと。,無茶苦茶,等級:1 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
1등급,무조건,명사,名詞/副詞,한자어,無條件,無條件,,"[Ⅰ]아무 조건도 없음.
[Ⅱ]이리저리 살피지 아니하고 덮어놓고.",[Ⅰ]何の条件もないこと。 [Ⅱ]あれこれ検討せずに、むやみに。,無条件,等級:1 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
1등급,문,명사,名詞,한자어,門,門,,"「1」드나들거나 물건을 넣었다 꺼냈다 하기 위하여 틔워 놓은 곳. 또는 그곳에 달아 놓고 여닫게 만든 시설.
「2」조선 시대에, 서울에 있던 네 대문. 동쪽의 흥인지문, 서쪽의 돈의문, 남쪽의 숭례문, 북쪽의 숙정문을 이른다.
「3」축구나 하키 따위에서, 공을 넣어 득점하게 되어 있는 문.
「4」거쳐야 할 관문이나 고비.",「1」出入りしたり物を出し入れしたりするために開けられた場所。またはその場所に設置して開閉する設備。 「2」朝鮮時代、ソウルにあった四つの大門。東の興仁之門、西の敦義門、南の崇礼門、北の粛静門を指す。 「3」サッカーやホッケーなどで、ボールを入れて得点するようになっているゴール。 「4」通過しなければならない関門や峠。,門,等級:1 語種:漢字語 品詞:名詞
