등급,어휘,품사,日本語品詞,어종,원어,日本の漢字,外来語,의미,定義の日本語訳,日本語訳,tags
2등급,중국인,명사,名詞,한자어,中國人,中國人,,"「1」중국 국적을 가진 한족, 몽골족, 터키족, 티베트족, 그리고 만주족 따위를 통틀어 이르는 말.
「2」한족에 속하는 사람.",「1」中国国籍を持つ漢民族、モンゴル族、トルコ族、チベット族、そして満州族などを総称する言葉。 「2」漢民族に属する人。,中国人,等級:2 語種:漢字語 品詞:名詞
2등급,중단,명사,名詞,한자어,中斷,中断,,"「1」중도에서 끊어지거나 끊음.
「2」중도에서 끊어져 이제까지의 효력을 잃게 하는 일.",「1」途中で切れ、または切ること。 「2」途中で切れ、これまでの効力を失わせること。,中断,等級:2 語種:漢字語 品詞:名詞
2등급,중단하다,동사,動詞,혼종어,中斷하다,,,"「1」중도에서 끊다.
「2」중도에서 끊어져 이제까지의 효력을 잃게 하다.",「1」途中で切る。 「2」途中で切れ、これまでの効力を失わせる。,中断する,等級:2 語種:混種語 品詞:動詞
2등급,중독,명사,名詞,한자어,中毒,中毒,,"「1」생체가 음식물이나 약물의 독성에 의하여 기능 장애를 일으키는 일.
「2」술이나 마약 따위를 지나치게 복용한 결과, 그것 없이는 견디지 못하는 병적 상태.
「3」어떤 사상이나 사물에 젖어 버려 정상적으로 사물을 판단할 수 없는 상태.",「1」生体が食物や薬物の毒性によって機能障害を起こすこと。 「2」酒や麻薬などを過剰に服用した結果、それなしでは耐えられない病的な状態。 「3」ある思想や事物に浸りきって、正常に物を判断できない状態。,中毒,等級:2 語種:漢字語 品詞:名詞
2등급,중독되다,동사,動詞,혼종어,中毒되다,,,"「1」생체가 음식물이나 약물의 독성에 의하여 기능 장애를 일으키게 되다.
「2」술이나 마약 따위를 지나치게 복용한 결과, 그것 없이는 견디지 못하는 병적 상태가 되다.
「3」어떤 사상이나 사물에 젖어 버려 정상적으로 사물을 판단할 수 없는 상태가 되다.",「1」生体が食物や薬物の毒性によって機能障害を起こすこと。 「2」酒や麻薬などを過剰に服用した結果、それなしでは耐えられない病的な状態になること。 「3」ある思想や事物に浸りきって、正常に物事を判断できない状態になること。,中毒する,等級:2 語種:混種語 品詞:動詞
2등급,중반,명사,名詞,한자어,中盤,中盤,,"「1」바둑, 장기, 운동 경기 따위에서, 대전이 본격적으로 진행되는 단계.
「2」어떤 일이나 일정한 기간의 중간 단계.",「1」囲碁、将棋、運動競技などで、対局が本格的に進行する段階。 「2」ある事柄や一定期間の中間段階。,中盤,等級:2 語種:漢字語 品詞:名詞
2등급,중심지,명사,名詞,한자어,中心地,中心地,,어떤 일이나 활동의 중심이 되는 곳.,ある事柄や活動の中心となる場所。,中心地,等級:2 語種:漢字語 品詞:名詞
2등급,중앙,명사,名詞,한자어,中央,中央,,"「1」사방의 중심이 되는 한가운데.
「2」양쪽 끝에서 같은 거리에 있는 지점.
「3」중심이 되는 중요한 곳.
「4」지방에 상대하여 수도를 이르는 말.",「1」四方の中心となる真ん中。 「2」両方の端から同じ距離にある地点。 「3」中心となる重要な場所。 「4」地方に対して首都を指す言葉。,中央,等級:2 語種:漢字語 品詞:名詞
2등급,중지하다,동사,動詞,혼종어,中止하다,,,하던 일을 중도에서 그만두다.,行っていたことを途中でやめる。,中止する,等級:2 語種:混種語 品詞:動詞
2등급,중학교,명사,名詞,한자어,中學校,中学校,,"「1」초등학교와 고등학교 사이에 중등 보통 교육을 실시하기 위한 학교. 수업 연한은 3년으로, 의무 교육으로 실시한다.
「2」예전에, 고등 보통 교육과 전문 교육을 실시하던 중등학교. 수업 연한은 5~6년이다.",「1」小学校と高等学校の間に、中等普通教育を実施するための学校。修業年限は3年で、義務教育として実施する。 「2」昔、高等普通教育と専門教育を実施していた中等学校。修業年限は5～6年である。,中学校,等級:2 語種:漢字語 品詞:名詞
2등급,중학생,명사,名詞,한자어,中學生,中学生,,중학교에 다니는 학생.,中学校に通う生徒。,中学生,等級:2 語種:漢字語 品詞:名詞
2등급,쥐구멍,명사,名詞,고유어,,,,"「1」쥐가 드나드는 구멍.
「2」몸을 숨길 만한 최소한의 장소를 비유적으로 이르는 말.",「1」ねずみが出入りする穴。 「2」身を隠せる最小限の場所を比喩的に言う言葉。,ねずみの穴,等級:2 語種:固有語 品詞:名詞
2등급,즉시,명사,名詞/副詞,한자어,卽時,即時,,"[Ⅰ]어떤 일이 행하여지는 바로 그때.
[Ⅱ]어떤 일이 행하여지는 바로 그때에.",[Ⅰ]ある事柄が行われるまさにその時。 [Ⅱ]ある事柄が行われるまさにその時に。,すぐに,等級:2 語種:漢字語 品詞:名詞/副詞 risk:multi_pos
2등급,즙,명사,名詞,한자어,汁,汁,,"「1」물기가 들어 있는 물체에서 짜낸 액체.
「2」‘농축액’을 나타내는 말.",「1」水分を含んだ物体から絞り出した液体。 「2」『濃縮液』を意味する言葉。,汁,等級:2 語種:漢字語 品詞:名詞
2등급,증명서,명사,名詞,한자어,證明書,証明書,,어떤 사실을 증명하는 문서.,ある事実を証明する書類。,証明書,等級:2 語種:漢字語 品詞:名詞
2등급,증명하다,동사,動詞,혼종어,證明하다,,,"「1」어떤 사항이나 판단 따위에 대하여 그것이 진실인지 아닌지 증거를 들어서 밝히다.
「2」어떤 명제나 판단 또는 진위를 정하는 근거를 표시하다. 어떤 명제나 판단의 참과 거짓을 근본 원리나 공리로부터 바른 추론에 의하여 밝혀낸다.
「3」국가나 공공 단체가 직권(職權)으로 어떤 사실을 공적으로 증명하다. 등기, 등록, 영수증 교부, 증명서 발급, 여권 발급 따위를 하는 것을 이른다.
「4」어떤 정리나 공리로부터 추론에 의하여 다른 명제의 옳고 그름을 밝히다.",「1」ある事項や判断などについて、それが真実であるか否かを証拠を示して明らかにすること。 「2」ある命題や判断、または真偽を定める根拠を示すこと。ある命題や判断の真偽を根本原理や公理から正しい推論によって明らかにすること。 「3」国家や公共団体が職権で、ある事実を公的に証明すること。登記、登録、領収証の発行、証明書の発行、パスポートの発行などを指す。 「4」ある定理や公理から推論によって他の命題の正誤を明らかにすること。,証明する,等級:2 語種:混種語 品詞:動詞
2등급,증상,명사,名詞,한자어,症狀,症状,,병을 앓을 때 나타나는 여러 가지 상태나 모양.,病気を患うときに現れる様々な状態や様子。,症状,等級:2 語種:漢字語 品詞:名詞
2등급,증세,명사,名詞,한자어,症勢,症勢,,병을 앓을 때 나타나는 여러 가지 상태나 모양.,病気を患うときに現れる様々な状態や様子。,病状,等級:2 語種:漢字語 品詞:名詞
2등급,증오,명사,名詞,한자어,憎惡,憎悪,,아주 사무치게 미워함. 또는 그런 마음.,非常に激しく憎むこと。またはそのような気持ち。,憎悪,等級:2 語種:漢字語 品詞:名詞
2등급,증인,명사,名詞,한자어,證人,証人,,"「1」어떤 사실을 증명하는 사람.
「2」소송법에서, 법원 또는 법관에 대하여 소송 당사자가 아니면서 법원의 신문(訊問)에 대하여 자기가 경험한 사실을 진술하는 사람.
「3」보증하는 사람.",「1」ある事実を証明する人。 「2」訴訟法において、裁判所または裁判官に対し、訴訟当事者ではないが裁判所の尋問に対し、自分が経験した事実を陳述する人。 「3」保証する人。,証人,等級:2 語種:漢字語 品詞:名詞
2등급,지게,명사,名詞,고유어,,,,"「1」짐을 얹어 사람이 등에 지는 우리나라 고유의 운반 기구. 두 개의 가지 돋친 장나무를, 위는 좁고 아래는 벌어지게 나란히 세우고 그 사이를 세장으로 가로질러 맞추고 아래위로 밀삐를 걸었다.
「2」물이나 땔감 따위를 ‘「1」’에 실어 그 분량을 세는 단위.",「1」荷物を載せて人が背負う、韓国固有の運搬具。二本の枝が出た木材を、上は狭く下は広がるように並べて立て、その間を三本の板で横に渡し、上下に締め具をかけたもの。 「2」物や薪などを『背負子』に載せて、その量を数える単位。,背負子,等級:2 語種:固有語 品詞:名詞
2등급,지극히,부사,副詞,혼종어,至極히,,,"「1」더할 수 없이 극진하게.
「2」더할 나위 없이 아주.",「1」これ以上なく極めて。 「2」これ以上なく非常に。,この上なく,等級:2 語種:混種語 品詞:副詞
2등급,지긋지긋하다,형용사,形容詞,고유어,,,,"「1」진저리가 나도록 몹시 싫고 괴롭다.
「2」몸에 소름이 끼치도록 몹시 잔인하다.",「1」ぞっとするほどひどく嫌で苦しい。 「2」鳥肌が立つほどひどく残忍だ。,うんざりする,等級:2 語種:固有語 品詞:形容詞
2등급,지난가을,명사,名詞,고유어,,,,바로 전에 지나간 가을.,直前に過ぎた秋。,去年の秋,等級:2 語種:固有語 品詞:名詞
2등급,지난겨울,명사,名詞,고유어,,,,바로 전에 지나간 겨울.,直前に過ぎた冬。,去年の冬,等級:2 語種:固有語 品詞:名詞
2등급,지난밤,명사,名詞,고유어,,,,바로 어젯밤.,まさに昨夜。,昨夜,等級:2 語種:固有語 品詞:名詞
2등급,지능,명사,名詞,한자어,知能,知能,,"「1」계산이나 문장 작성 따위의 지적 작업에서, 성취 정도에 따라 정하여지는 적응 능력. 지능 지수 따위로 수치화할 수 있다.
「2」지혜와 재능을 통틀어 이르는 말.
「3」새로운 대상이나 상황에 부딪혀 그 의미를 이해하고 합리적인 적응 방법을 알아내는 지적 활동의 능력.",「1」計算や文章作成などの知的な作業において、達成度によって定められる適応能力。知能指数などで数値化できる。 「2」知恵と才能を総称する言葉。 「3」新しい対象や状況に触れて、その意味を理解し合理的な適応方法を見出す知的な活動の能力。,知能,等級:2 語種:漢字語 品詞:名詞
2등급,지도,명사,名詞,한자어,指導,指導,,"「1」어떤 목적이나 방향으로 남을 가르쳐 이끎.
「2」교과의 학습 활동을 지도하는 일.
「3」학생들의 일상생활 활동을 지도하여 좋은 습관이나 태도를 기르는 일.
「4」유도에서, 금지된 기술 및 동작을 행할 때 받는 주의.",「1」ある目的や方向へ他人を教え導くこと。 「2」教科の学習活動を指導すること。 「3」生徒たちの日常生活活動を指導し、良い習慣や態度を育むこと。 「4」柔道において、禁止された技術や動作を行った際に受ける注意。,指導,等級:2 語種:漢字語 品詞:名詞
2등급,지도자,명사,名詞,한자어,指導者,指導者,,남을 가르쳐 이끄는 사람.,他人を教え導く人。,指導者,等級:2 語種:漢字語 品詞:名詞
2등급,지도하다,동사,動詞,혼종어,指導하다,,,어떤 목적이나 방향으로 남을 가르쳐 이끌다.,ある目的や方向へ人を教え導くこと。,指導する,等級:2 語種:混種語 品詞:動詞
2등급,지독하다,형용사,形容詞,혼종어,至毒하다,,,"「1」마음이 매우 앙칼지고 모질다.
「2」맛이나 냄새 따위가 해롭거나 참기 어려울 정도로 심하다.
「3」날씨나 기온 따위가 일정한 한계를 넘다.
「4」어떤 모양이나 상태 따위가 극에 달하다.
「5」병 따위가 더할 수 없을 정도로 심하다.
「6」의지나 마음이 매우 크고 강하다.",「1」心が非常に険しく意地が悪い。 「2」味や匂いなどが有害で我慢できないほど激しい。 「3」天気や気温などが一定の限界を超える。 「4」ある形や状態などが極限に達する。 「5」病気などがこれ以上ないほど激しい。 「6」意志や心が非常に大きく強い。,ひどい,等級:2 語種:混種語 品詞:形容詞
2등급,지문,명사,名詞,한자어,指紋,指紋,,"손가락 끝마디 안쪽에 있는 살갗의 무늬. 또는 그것이 남긴 흔적. 사람마다 다르며 그 모양이 평생 변하지 아니하여 개인 식별, 범죄 수사의 단서, 인장 대용 등으로 사용된다.",指先の内側にある皮膚の模様。またはそれが残した痕跡。人それぞれ異なり、その形は生涯変わらず、個人識別、犯罪捜査の手がかり、印鑑の代用などに使われる。,指紋,等級:2 語種:漢字語 品詞:名詞
2등급,지배,명사,名詞,한자어,支配,支配,,"「1」어떤 사람이나 집단, 조직, 사물 등을 자기의 의사대로 복종하게 하여 다스림.
「2」외부의 요인이 사람의 생각이나 행동에 적극적으로 영향을 미침.
「3」구나 문장 안에서, 어떤 단어가 관계하는 다른 단어에 대하여 특정한 형태를 갖추도록 요구하는 일. 또는 그런 문법 관계.",「1」ある人や集団、組織、物などを自分の意思通りに服従させて治めること。 「2」外部の要因が人の考えや行動に積極的に影響を与えること。 「3」句や文の中で、ある単語が関係する他の単語に対して特定の形を取るように要求すること。またはそのような文法関係。,支配,等級:2 語種:漢字語 品詞:名詞
2등급,지배하다,동사,動詞,혼종어,支配하다,,,"「1」어떤 사람이나 집단, 조직, 사물 등을 자기의 의사대로 복종하게 하여 다스리다.
「2」외부의 요인이 사람의 생각이나 행동에 적극적으로 영향을 미치다.
「3」구나 문장 안에서, 어떤 단어가 관계하는 다른 단어에 대하여 특정한 형태를 갖추도록 요구하다.",「1」ある人や集団、組織、物などを自分の意思通りに服従させて治めること。 「2」外部の要因が人の考えや行動に積極的に影響を与えること。 「3」句や文の中で、ある単語が関係する他の単語に対して特定の形を取るように要求すること。,支配する,等級:2 語種:混種語 品詞:動詞
2등급,지상,명사,名詞,한자어,地上,地上,,"「1」땅의 위.
「2」이 세상. 현실 세계를 이른다.",「1」地面の上。 「2」この世。現実世界を指す。,地上,等級:2 語種:漢字語 品詞:名詞
2등급,지속되다,동사,動詞,혼종어,持續되다,,,어떤 상태가 오래 계속되다.,ある状態が長く続くこと。,持続する,等級:2 語種:混種語 品詞:動詞
2등급,지속적,명사,名詞/連体詞,한자어,持續的,持続的,,"[Ⅰ]어떤 상태가 오래 계속되는 것.
[Ⅱ]어떤 상태가 오래 계속되는.",[Ⅰ]ある状態が長く続くこと。 [Ⅱ]ある状態が長く続く。,持続的,等級:2 語種:漢字語 品詞:名詞/連体詞 risk:multi_pos
2등급,지속하다,동사,動詞,혼종어,持續하다,,,어떤 상태를 오래 계속하다.,ある状態を長く続けること。,持続する,等級:2 語種:混種語 品詞:動詞
2등급,지시하다,동사,動詞,혼종어,指示하다,,,"「1」가리켜 보게 하다.
「2」일러서 시키다.",「1」指し示す。 「2」言い聞かせて命じる。,指示する,等級:2 語種:混種語 品詞:動詞
2등급,지식인,명사,名詞,한자어,知識人,知識人,,일정한 수준의 지식과 교양을 갖춘 사람. 또는 지식층에 속하는 사람.,一定水準の知識と教養を備えた人。または知識層に属する人。,知識人,等級:2 語種:漢字語 品詞:名詞
2등급,지역,명사,名詞,한자어,地域,地域,,"「1」일정하게 구획된 어느 범위의 토지.
「2」전체 사회를 어떤 특징으로 나눈 일정한 공간 영역.
「3」구기 경기에서, 경기자가 맡고 있는 일정한 구간.",「1」一定に区画されたある範囲の土地。 「2」全体社会をある特徴で区分した一定の空間領域。 「3」球技で、競技者が担当する一定の区間。,地域,等級:2 語種:漢字語 品詞:名詞
2등급,지원하다,동사,動詞,혼종어,支援하다,,,지지하여 돕다.,支持して助ける。,支援する,等級:2 語種:混種語 品詞:動詞
2등급,지위,명사,名詞,한자어,地位,地位,,"「1」개인의 사회적 신분에 따르는 위치나 자리.
「2」어떤 사물이 차지하는 자리나 위치.",「1」個人の社会的身分に伴う位置や 자리。 「2」ある物が占める 자리や位置。,地位,等級:2 語種:漢字語 品詞:名詞
2등급,지읒,명사,名詞,고유어,,,,한글 자모 ‘ㅈ’의 이름.,ハングルの子音「ㅈ」の名前。,ジウッ,等級:2 語種:固有語 品詞:名詞
2등급,지장,명사,名詞,한자어,支障,支障,,일하는 데 거치적거리거나 방해가 되는 장애.,仕事をする上で妨げになったり邪魔になったりする障害。,支障,等級:2 語種:漢字語 品詞:名詞
2등급,지적,명사,名詞,한자어,指摘,指摘,,"「1」꼭 집어서 가리킴.
「2」허물 따위를 드러내어 폭로함.",「1」ぴったり指し示すこと。 「2」欠点などを明らかにして暴露すること。,指摘,等級:2 語種:漢字語 品詞:名詞
2등급,지적하다,동사,動詞,혼종어,指摘하다,,,"「1」꼭 집어서 가리키다.
「2」허물 따위를 드러내어 폭로하다.",「1」ぴったり指し示す。 「2」欠点などを明らかにして暴露する。,指摘する,等級:2 語種:混種語 品詞:動詞
2등급,지지다,동사,動詞,고유어,,,,"「1」국물을 조금 붓고 끓여서 익히다.
「2」불에 달군 판에 기름을 바르고 전 따위를 부쳐 익히다.
「3」불에 달군 물건을 다른 물체에 대어 약간 태우거나 눋게 하다.
「4」열을 내는 것에 대어 찜질을 하다.",「1」汁を少し入れて煮て火を通す。 「2」熱した鉄板に油を塗ってチヂミなどを焼いて火を通す。 「3」熱した物を他の物に当てて少し焦がしたり、こびりつかせたりする。 「4」熱を出すことに当てて湿布をする。,焼く,等級:2 語種:固有語 品詞:動詞
2등급,지지하다,동사,動詞,혼종어,支持하다,,,"「1」어떤 사람이나 단체 따위의 주의ㆍ정책ㆍ의견 따위에 찬동하여 이를 위하여 힘을 쓰다.
「2」무거운 물건을 받치거나 버티다.
「3」주가 하락이 매입 세력에 의하여 어느 선에서 더 이상 계속되지 아니하다.",「1」ある人や団体などの主義・政策・意見などに賛成して、そのために力を尽くす。 「2」重い物を支えたり、持ちこたえたりする。 「3」株価の下落が買い勢力によってある線からそれ以上続かなくなる。,支持する,等級:2 語種:混種語 品詞:動詞
2등급,지휘,명사,名詞,한자어,指揮/指麾,指揮,,"「1」목적을 효과적으로 이루기 위하여 단체의 행동을 통솔함.
「2」합창ㆍ합주 따위에서, 많은 사람의 노래나 연주가 예술적으로 조화를 이루도록 앞에서 이끄는 일. 주로 손이나 몸동작으로 지시한다.
「3」손님이 요릿집을 예약하면서, 기생을 불러오도록 지시하는 일을 속되게 이르는 말.",「1」目的を効果的に達成するために、団体の行動を統率すること。 「2」合唱・合奏などで、多くの人の歌や演奏が芸術的に調和するように前で導くこと。主に手や体の動きで指示する。 「3」客が料亭を予約する際に、芸者を呼ぶように指示することを俗に言う言葉。,指揮,等級:2 語種:漢字語 品詞:名詞
2등급,지휘하다,동사,動詞,혼종어,指揮하다/指麾하다,,,"「1」목적을 효과적으로 이루기 위하여 단체의 행동을 통솔하다.
「2」합창ㆍ합주 따위에서, 많은 사람의 노래나 연주가 예술적으로 조화를 이루도록 앞에서 이끌다. 주로 손이나 몸동작으로 지시한다.",「1」目的を効果的に達成するために、団体の行動を統率する。 「2」合唱・合奏などで、多くの人の歌や演奏が芸術的に調和するように前で導く。主に手や体の動きで指示する。,指揮する,等級:2 語種:混種語 品詞:動詞
2등급,직원,명사,名詞,한자어,職員,職員,,일정한 직장에 근무하는 사람을 통틀어 이르는 말.,一定の職場に勤務する人を総称する言葉。,職員,等級:2 語種:漢字語 品詞:名詞
2등급,직장,명사,名詞,한자어,職場,職場,,"「1」사람들이 일정한 직업을 가지고 일하는 곳.
「2」생계를 꾸려 나갈 수 있는 수단으로서의 직업.",「1」人々が一定の職業を持って働く場所。 「2」生計を立てていくための手段としての職業。,職場,等級:2 語種:漢字語 品詞:名詞
2등급,직전,명사,名詞,한자어,直前,直前,,어떤 일이 일어나기 바로 전.,ある事が起こるすぐ前。,直前,等級:2 語種:漢字語 品詞:名詞
2등급,직접적,명사,名詞/連体詞,한자어,直接的,直接的,,"[Ⅰ]「1」중간에 제삼자나 매개물이 없이 바로 연결되는 것.
[Ⅰ]「2」아직 반성을 포함하지 아니한 채, 매개가 없는 상태에서 자신을 긍정하고 있는 것. 헤겔 철학의 용어이다.
[Ⅱ]「1」중간에 제삼자나 매개물이 없이 바로 연결되는.
[Ⅱ]「2」아직 반성을 포함하지 아니한 채, 매개가 없는 상태에서 자신을 긍정하고 있는. 헤겔 철학의 용어이다.",中間で第三者や媒介物なしにすぐつながること。まだ反省を含んでいない状態で、自分を肯定していること。ヘーゲル哲学の用語。,直接的,等級:2 語種:漢字語 品詞:名詞/連体詞 risk:multi_pos
2등급,진공청소기,명사,名詞,한자어,眞空淸掃機,真空掃除機,,전동기를 이용한 흡인력으로 티끌과 먼지를 빨아들여 청소하는 기구.,電動機を利用した吸引力で塵や埃を吸い取って掃除する器具。,真空掃除機,等級:2 語種:漢字語 品詞:名詞
2등급,진단,명사,名詞,한자어,診斷,診断,,의사가 환자의 병 상태를 판단하는 일.,医者が患者の病状を判断すること。,診断,等級:2 語種:漢字語 品詞:名詞
2등급,진도,명사,名詞,한자어,進度,進捗,,"「1」일이 진행되는 속도나 정도.
「2」학과의 진행 속도나 정도.",物事が進む速さや程度。学習内容の進む速さや程度。,進捗,等級:2 語種:漢字語 品詞:名詞
2등급,진돗개,명사,名詞,혼종어,珍島개,,,"개의 한 품종. 몸은 누런 갈색 또는 흰색이며, 귀는 뾰족하게 서고 꼬리는 왼쪽으로 말린다. 전남 진도에서 나는 우리나라 특산종이다. 우리나라 천연기념물이다.",犬の一品種。体は黄褐色または白色で、耳はピンと立ち、尾は左に巻く。全羅南道珍島で産する韓国特産種。韓国天然記念物。,珍島犬,等級:2 語種:混種語 品詞:名詞
2등급,진동,명사,名詞,한자어,振動,振動,,"「1」흔들려 움직임.
「2」냄새 따위가 아주 심하게 나는 상태.
「3」중국의 주례에 나오는 아홉 가지의 절 가운데 하나.
「4」입자나 물체의 위치 혹은 장(場)이나 전류의 방향, 세기 따위의 물리량이 정하여진 범위에서 주기적으로 변화하는 현상.
「5」전기장이나 자기장이 시간적ㆍ공간적으로 주기적인 변화를 하는 것.
「6」수열이 수렴도 아니 하고 양이나 음의 무한대로 발산하지도 아니하는 일.",揺れて動くこと。匂いなどが非常に強くする状態。中国の周礼に出る九つの節の一つ。粒子や物体の位置、あるいは場や電流の方向、強さなどの物理量が定められた範囲で周期的に変化する現象。電場や磁場が時間的・空間的に周期的な変化をすること。数列が収束もせず、正または負の無限大に発散ももしないこと。,振動,等級:2 語種:漢字語 品詞:名詞
2등급,진로,명사,名詞,한자어,進路,進路,,앞으로 나아갈 길.,これから進む道。,進路,等級:2 語種:漢字語 品詞:名詞
2등급,진입,명사,名詞,한자어,進入,進入,,향하여 내처 들어감.,向かってまっすぐ入ること。,進入,等級:2 語種:漢字語 品詞:名詞
2등급,진작,부사,副詞,고유어,,,,좀 더 일찍이. 주로 기대나 생각대로 잘되지 않은 지나간 사실에 대하여 뉘우침이나 원망의 뜻을 나타내는 문장에 쓴다.,もっと早くから。主に期待や考え通りにうまくいかなかった過去の事実に対して、後悔や恨みの意味を表す文に使う。,とっくに,等級:2 語種:固有語 品詞:副詞
2등급,진작에,부사,副詞,고유어,,,,좀 더 일찍이. 주로 기대나 생각대로 잘되지 않은 지나간 사실에 대하여 뉘우침이나 원망의 뜻을 나타내는 문장에 쓴다.,もっと早くから。主に期待や考え通りにうまくいかなかった過去の事実に対して、後悔や恨みの意味を表す文に使う。,とっくに,等級:2 語種:固有語 品詞:副詞
2등급,진정,부사,副詞,한자어,眞正,真正,,거짓이 없이 참으로.,偽りがなく、本当に。,本当に,等級:2 語種:漢字語 品詞:副詞
2등급,진정,명사,名詞,한자어,鎭靜,鎮静,,"「1」몹시 소란스럽고 어지러운 일을 가라앉힘.
「2」격앙된 감정이나 아픔 따위를 가라앉힘.",非常に騒がしく混乱したことを静めること。昂ぶった感情や痛みなどを静めること。,鎮静,等級:2 語種:漢字語 品詞:名詞
2등급,진정하다,형용사,形容詞,혼종어,眞正하다,,,참되고 올바르다.,心を込める態度や行動などが、真実で誠実である。,真摯だ,等級:2 語種:混種語 品詞:形容詞
2등급,진정하다,동사,動詞,혼종어,鎭靜하다,,,"「1」몹시 소란스럽고 어지러운 일을 가라앉히다.
「2」격앙된 감정이나 아픔 따위를 가라앉히다.",非常に騒がしく混乱したことを静める。昂ぶった感情や痛みなどを静める。,鎮静する,等級:2 語種:混種語 品詞:動詞
2등급,진지,명사,名詞,고유어,,,,‘밥01「2」’의 높임말.,「밥」の敬語。,ご飯,等級:2 語種:固有語 品詞:名詞
2등급,진지하다,형용사,形容詞,혼종어,眞摯하다,,,마음 쓰는 태도나 행동 따위가 참되고 착실하다.,心を込める態度や行動などが、真実で誠実である。,真摯だ,等級:2 語種:混種語 品詞:形容詞
2등급,진통제,명사,名詞,한자어,鎭痛劑,鎮痛剤,,"중추 신경에 작용하여 환부의 통증을 느끼지 못하게 하는 약. 마약성 진통제와 해열성 진통제로 나뉘며, 수면제ㆍ마취제ㆍ진경제(鎭痙劑) 따위가 보조적으로 배합된다.",中枢神経に作用し、患部の痛みを感させなくする薬。麻薬性鎮痛剤と解熱性鎮痛剤に分けられ、睡眠薬、麻酔薬、鎮痙剤などが補助的に配合される。,鎮痛剤,等級:2 語種:漢字語 品詞:名詞
2등급,진행,명사,名詞,한자어,進行,進行,,"「1」앞으로 향하여 나아감.
「2」일 따위를 처리하여 나감.
「3」화음이 계속되는 일.",前に向かって進むこと。物事を処理して進むこと。和音が続くこと。,進行,等級:2 語種:漢字語 品詞:名詞
2등급,진행되다,동사,動詞,혼종어,進行되다,,,"「1」앞으로 향하여 나아가게 되다.
「2」일 따위가 처리되어 나가게 되다.
「3」화음이 계속되다.",前に向かって進む。物事が処理されて進む。和音が続く。,進行する,等級:2 語種:混種語 品詞:動詞
2등급,진화,명사,名詞,한자어,進化,進化,,"「1」일이나 사물 따위가 점점 발달하여 감.
「2」생물이 생명의 기원 이후부터 점진적으로 변해 가는 현상.",物事や事柄などが徐々に発達していくこと。生物が生命の起源以降、漸進的に変化していく現象。,進化,等級:2 語種:漢字語 品詞:名詞
2등급,진화하다,동사,動詞,혼종어,進化하다,,,"「1」일이나 사물 따위가 점점 발달하여 가다.
「2」생물이 생명의 기원 이후부터 점진적으로 변해 가다.",物事や事柄などが徐々に発達していく。生物が生命の起源以降、漸進的に変化していく。,進化する,等級:2 語種:混種語 品詞:動詞
2등급,질병,명사,名詞,한자어,疾病,疾病,,몸의 온갖 병.,体のあらゆる病気。,疾病,等級:2 語種:漢字語 品詞:名詞
2등급,짐작하다,동사,動詞,혼종어,斟酌하다,,,사정이나 형편 따위를 어림잡아 헤아리다.,事情や状況などを推し量って考える。,推測する,等級:2 語種:混種語 品詞:動詞
2등급,집단,명사,名詞,한자어,集團,集団,,여럿이 모여 이룬 모임.,多数が集まってできた集まり。,集団,等級:2 語種:漢字語 品詞:名詞
2등급,집사람,명사,名詞,고유어,,,,남에 대하여 자기 아내를 겸손하게 이르는 말.,他者に対して自分の妻を謙遜して言う言葉。,妻,等級:2 語種:固有語 品詞:名詞
2등급,집중되다,동사,動詞,혼종어,集中되다,,,"「1」한곳이 중심이 되어 모이다.
「2」한 가지 일에 모든 힘이 쏟아부어지다.",1. 一箇所が中心となって集まる。 2. 一つの事柄に全ての力が注がれる。,集中する,等級:2 語種:混種語 品詞:動詞
2등급,집중적,명사,名詞/連体詞,한자어,集中的,集中的,,"[Ⅰ]한곳을 중심으로 모이거나 모으는 것.
[Ⅱ]한곳을 중심으로 모이거나 모으는.",[Ⅰ]一箇所を中心に集まったり集めたりすること。 [Ⅱ]一箇所を中心に集まったり集めたりする。,集中的,等級:2 語種:漢字語 品詞:名詞/連体詞 risk:multi_pos
2등급,집착,명사,名詞,한자어,執着,執着,,어떤 것에 늘 마음이 쏠려 잊지 못하고 매달림.,あることに常に心が惹かれて忘れられず、しがみつくこと。,執着,等級:2 語種:漢字語 品詞:名詞
2등급,집착하다,동사,動詞,혼종어,執着하다,,,어떤 것에 늘 마음이 쏠려 잊지 못하고 매달리다.,あることに常に心が惹かれて忘れられず、しがみつく。,執着する,等級:2 語種:混種語 品詞:動詞
2등급,짚다,동사,動詞,고유어,,,,"「1」바닥이나 벽, 지팡이 따위에 몸을 의지하다.
「2」손으로 이마나 머리 따위를 가볍게 눌러 대다.
「3」여럿 중에 하나를 꼭 집어 가리키다.
「4」상황을 헤아려 어떠할 것으로 짐작하다.",1. 床や壁、杖などに体を寄せる。 2. 手で額や頭などを軽く押さえる。 3. 大勢の中から一つをはっきりと指し示す。 4. 状況を推し量って、そうだろうと推測する。,つかむ,等級:2 語種:固有語 品詞:動詞
