순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급,일본어 뜻
7378,진달래,명,명사,名詞,,B,"チンダルレ,カラムラサキツツジ	"
6689,진동,명,명사,名詞,振動,C,振動
6139,진로,명,명사,名詞,進路,C,進路
6489,진료,명,명사,名詞,診療,C,診療
1766,진리,명,명사,名詞,眞理,C,真理
2050,진실,명,명사,名詞,眞實,C,真実
8945,진실로,부,부사,副詞,眞實-,C,"真実に, 誠に・真に・実に, 実に, 心から"
5822,진실하다,형,형용사,形容詞,眞實-,C,真実だ
7630,진심,명,명사,名詞,眞心,C,真心
2374,진지하다,형,형용사,形容詞,眞摯-,C,"真摯だ, 真剣だ, 真面目だ"
1431,진짜,"명, 부","명사, 부사","名詞, 副詞",眞-,B,本物
16173,진찰,명,명사,名詞,診察,C,診察
2782,진출,명,명사,名詞,進出,B,進出
3662,진출하다,동,동사,動詞,進出-,C,進出する
8226,진통,명,명사,名詞,陣痛,C,陣痛
3018,진하다,형,형용사,形容詞,津-,B,濃い
2297,진행,명,명사,名詞,進行,C,進行
1246,진행되다,동,동사,動詞,進行-,B,"進行する, 進行される, 進む"
6140,진행자,명,명사,名詞,進行者,C,"司会, 司会者, 進行係"
2587,진행하다,동,동사,動詞,進行-,B,"進行する, 進む"
2667,질,명,명사,名詞,質,B,質
1144,질문,명,명사,名詞,質問,A,質問
7634,질문하다,동,동사,動詞,質問-,A,"質問する, 聞く, 尋ねる"
3206,질병,명,명사,名詞,疾病,C,疾病
607,질서,명,명사,名詞,秩序,B,秩序
4942,질적,명,명사,名詞,質的,C,質的
2538,짐,명,명사,名詞,,B,"荷, 荷物"
5414,짐작,명,명사,名詞,斟酌,C,"推し量り, 推量, 推測"
2979,짐작하다,동,동사,動詞,斟酌-,C,"推量する, 考える, 思う"
49,집,명,명사,名詞,,A,"家, 巣"
1756,집다,동,동사,動詞,,B,"摘む, 摘み上げる, 持つ, 拾う"
552,집단,명,명사,名詞,集團,C,集団
4736,집단적,명,명사,名詞,集團的,C,集団的
1213,집안,명,명사,名詞,,B,"身内, 一族"
4468,집안일,명,명사,名詞,,C,家事
3333,집어넣다,동,동사,動詞,,C,"入れる, 放り込む"
2243,집중,명,명사,名詞,集中,B,集中
3163,집중되다,동,동사,動詞,集中-,C,"集中する, 集中される"
4560,집중적,명,명사,名詞,集中的,C,集中的
9354,집중하다,동,동사,動詞,集中-,C,集中する
1525,짓,명,명사,名詞,,B,"仕業, 仕草"
247,짓다,동,동사,動詞,,B,"作る・造る, 炊く, 縫う, 仕立てる, 建てる"
2482,짙다,형,형용사,形容詞,,B,濃い
2944,짚다,동,동사,動詞,,C,突く
3207,짜다,"동, 형","동사, 형용사","動詞, 形容詞","관을 ~, 빨래를 ~, 음식이 ~",A,"塩辛い, 辛い"
3663,짜증,명,명사,名詞,,B,"癇癪, 苛立ち"
9357,짜증스럽다,형,형용사,形容詞,,C,"苛苛しい, 苛立つ"
1622,짝,명,명사,名詞,~이 맞다,C,"対, 片方"
856,짧다,형,형용사,形容詞,,A,短い
7637,짧아지다,동,동사,動詞,,B,短くなる
10265,쩔쩔매다,동,동사,動詞,,C,"途方に暮れる, 慌てる, 慌てふためく"
233,쪽,"명, 의","명사, 의존 명사","名詞, 依存名詞","면, 부분, 방향",A,"方, 側, 方面"
5415,쫓겨나다,동,동사,動詞,,C,"追い出される, 追放される, 追われる"
3606,쫓기다,동,동사,動詞,,C,"追われる, 追いかけられる, 追いたてられる, 追撃される"
3089,쫓다,동,동사,動詞,,C,"追う, 追いかける, 追撃する"
3607,쭉,부,부사,副詞,,C,すっと	
6693,찌개,명,명사,名詞,,A,チゲ
5148,찌꺼기,명,명사,名詞,,C,滓
7385,찌다,동,동사,動詞,"살이 ~, 떡을 ~",B,"太る, 肉が付く"
2668,찌르다,동,동사,動詞,,B,"刺す, 突く"
1188,찍다,동,동사,動詞,서류에 도장을 ~,A,付ける
4838,찍히다,동,동사,動詞,도장이 ~,C,"刺さる, 突き立つ"
5416,찢다,동,동사,動詞,,C,"破る, 裂く, 引き裂く, 切り裂く"
4652,찢어지다,동,동사,動詞,,C,"破られる, 裂かれる, 切り裂かれる"
417,차,"의, 명","의존 명사, 명사","依存名詞, 名詞","次, 車, 差, 茶",A,"茶, お茶"
2067,차갑다,형,형용사,形容詞,,B,"冷たい, 冷えている, 冷え冷えしている"
7386,차남,명,명사,名詞,次男,B,次男
994,차다,"동, 형","동사, 형용사","動詞, 形容詞","가득 ~, 공을 ~, 시계를 ~, 날씨가 ~",B,"満ちる・充ちる, 詰まる"
1874,차라리,부,부사,副詞,,C,"寧ろ, 却って"
2016,차량,명,명사,名詞,車輛,C,車両
658,차례,명,명사,名詞,次例,B,"順序, 順番, 順, 番"
1386,차리다,동,동사,動詞,,B,"準備する, 整える・調える, 揃える, 支度する"
3502,차림,명,명사,名詞,,C,"身形, 姿, 服装"
4383,차마,부,부사,副詞,,C,到底
2588,차별,명,명사,名詞,差別,C,差別
5679,차선,명,명사,名詞,車線,C,車線
557,차이,명,명사,名詞,差異,B,差異
4738,차이점,명,명사,名詞,差異點,C,"差異点, 相違点, 違い"
7924,차차,부,부사,副詞,次次,C,"次第に, 漸次"
5823,차창,명,명사,名詞,車窓,C,車窓
3550,차츰,부,부사,副詞,,C,"次第に, 漸次"
4311,착각,명,명사,名詞,錯覺,C,"錯覚, 勘違い, 思い違い"
5680,착각하다,동,동사,動詞,錯覺-,C,"錯覚する, 勘違いする, 思い違う, 思い違える"
1567,착하다,형,형용사,形容詞,,B,"善良だ, 良い, 優しい"
4740,찬물,명,명사,名詞,,B,冷水
9800,찬성,명,명사,名詞,贊成,C,賛成
8229,찬성하다,동,동사,動詞,贊成-,C,賛成する
622,참,"부, 감, 의","부사, 감탄사, 의존 명사","副詞, 感嘆詞, 依存名詞","참으로, 이것 ~, 집에 가던 ~에",A,"休み, 暇, 合間"
4240,참가,명,명사,名詞,參加,C,参加
2456,참가하다,동,동사,動詞,參加-,B,参加する
8561,참고하다,동,동사,動詞,參考-,C,参考にする
2813,참기름,명,명사,名詞,,B,胡麻油
1053,참다,동,동사,動詞,,B,"堪える・怺える, 忍ぶ, 耐える・堪える"
4562,참되다,형,형용사,形容詞,,C,"真実だ, 正しい"
1935,참새,명,명사,名詞,동물,C,雀
8231,참석,명,명사,名詞,參席,C,"出席, 列席"
6901,참석자,명,명사,名詞,參席者,C,"出席者, 列席者"
1966,참석하다,동,동사,動詞,參席-,B,"出席する, 列席する"
1645,참여,명,명사,名詞,參與,C,"参与, 参加"
1225,참여하다,동,동사,動詞,參與-,C,"参与する, 参加する"
5288,참외,명,명사,名詞,식물,C,真桑瓜
1623,참으로,부,부사,副詞,,C,"本当に, 実に, 誠に"
4384,참조,명,명사,名詞,參照,C,参照
8562,찻잔,명,명사,名詞,茶盞,B,茶碗
4312,창,명,명사,名詞,窓,C,窓
6495,창가,명,명사,名詞,窓-,C,"窓際, 窓辺"
3439,창고,명,명사,名詞,倉庫,B,倉庫
6902,창구,명,명사,名詞,窓口,C,窓
2033,창문,명,명사,名詞,窓門,A,窓
2483,창밖,명,명사,名詞,窓-,B,窓外
3891,창작,명,명사,名詞,創作,C,創作
2783,창조,명,명사,名詞,創造,C,創造
3164,창조적,명,명사,名詞,創造的,C,創造的
3503,창조하다,동,동사,動詞,創造-,C,創造する
6312,창피하다,형,형용사,形容詞,猖披-,C,恥ずかしい
191,찾다,동,동사,動詞,,A,"探す, 探し求める, 見付ける, 尋ねる, 会う"
1424,찾아가다,동,동사,動詞,,B,"会いに行く, 訪ねて行く, 訪れる, 訪問する"
2326,찾아내다,동,동사,動詞,,B,"探し出す, 見付ける, 見出す, 見つけ出す"
6143,찾아다니다,동,동사,動詞,,C,探し回る
1112,찾아보다,동,동사,動詞,,B,"訪ねる, 訪れる, 訪問する"
1023,찾아오다,동,동사,動詞,,B,"やって来る, 訪ねて来る, 訪れて来る"
279,채,"의, 부","의존 명사, 부사","依存名詞, 副詞","집 한 ~, 옷을 입은 ~로, 말이 ~ 끝나기도 전에",C,鞭・笞・策
5417,채널,명,명사,名詞,channel,B,"経路, 道筋"
3053,채소,명,명사,名詞,菜蔬,B,"野菜, 蔬菜, 青物"
1777,채우다,동,동사,動詞,자리를 ~,B,閉める
7387,채점,명,명사,名詞,採點,C,採点
215,책,명,명사,名詞,冊,A,"本, 書物, 書籍, 冊子"
7640,책가방,명,명사,名詞,冊-,B,学生鞄
10808,책방,명,명사,名詞,冊房,B,"本屋, 書店"
1653,책상,명,명사,名詞,冊床,A,"机, 文机"
758,책임,명,명사,名詞,責任,B,責任
6144,책임감,명,명사,名詞,責任感,C,責任感
2669,책임자,명,명사,名詞,責任者,B,責任者
3441,책임지다,동,동사,動詞,,C,"責任を負う, 責任を持つ"
5978,챔피언,명,명사,名詞,champion,B,チャンピオン
1495,챙기다,동,동사,動詞,,B,"揃える, 取り揃える, 取りまとめる"
2561,처녀,명,명사,名詞,處女,C,"処女, 乙女, 娘"
1174,처리,명,명사,名詞,處理,C,処理
2847,처벌,명,명사,名詞,處罰,C,処罰
184,처음,명,명사,名詞,,A,"一番初め, 最初"
2119,처지,명,명사,名詞,處地,C,"境遇, 立場, 環境"
4162,척,의,의존 명사,依存名詞,"못 이기는 ~, 隻",C,ふり
3377,척하다,보,보조 용언,補助用言,,C,
3090,천,"명, 수, 관","명사, 수사, 관형사","名詞, 数詞, 冠形詞","실로 짠 물건, 千",A,"布, 布地, 生地"
7643,천국,명,명사,名詞,天國,C,"天国, 極楽, 楽園"
12913,천둥,명,명사,名詞,,C,"雷, 鳴る神"
3166,천장,명,명사,名詞,天障,C,天井
9364,천재,명,명사,名詞,天才,C,天才
1683,천천히,부,부사,副詞,,A,"徐徐に, 遅く"
4841,철,명,명사,名詞,"계절, ~이 들다, 鐵",B,季節
4741,철도,명,명사,名詞,鐵道,C,"鉄道, 鉄道路線"
2068,철저하다,형,형용사,形容詞,徹底-,C,徹底している
3299,철저히,부,부사,副詞,徹底-,C,徹底的に
1584,철학,명,명사,名詞,哲學,C,哲学
4653,철학자,명,명사,名詞,哲學者,C,哲学者
8568,철학적,명,명사,名詞,哲學的,C,哲学的
670,첫,관,관형사,冠形詞,,B,"初, 最初"
3664,첫날,명,명사,名詞,,B,初日
1728,첫째,"관, 수","관형사, 수사","冠形詞, 数詞",,A,"一番目, 第一"
2259,청년,명,명사,名詞,靑年,B,"青年, 若者, 若人"
10274,청바지,명,명사,名詞,靑-,A,"ジーンズ,ジーパン,デニム"
2484,청소,명,명사,名詞,淸掃,A,"清掃, 掃除"
19549,청소기,명,명사,名詞,淸掃機,B,"掃除機, 電気掃除機, 真空掃除機"
1108,청소년,명,명사,名詞,靑少年,B,青少年
4946,청소하다,동,동사,動詞,淸掃-,A,"清掃する, 掃除する"
3442,청춘,명,명사,名詞,靑春,C,"青春, 青年時代"
3779,청하다,동,동사,動詞,請-,C,"請う, 求める, 頼む, お願いする, 依頼する"
4469,체계적,명,명사,名詞,體系的,C,体系的
3208,체력,명,명사,名詞,體力,C,体力
6146,체온,명,명사,名詞,體溫,C,体温
1396,체육,명,명사,名詞,體育,B,体育
14922,체육관,명,명사,名詞,體育館,C,体育館
1981,체조,명,명사,名詞,體操,C,体操
4241,체중,명,명사,名詞,體重,B,体重
5291,체하다,보,보조 용언,補助用言,,C,
1350,체험,명,명사,名詞,體驗,C,体験
5292,체험하다,동,동사,動詞,體驗-,C,体験する
1206,쳐다보다,동,동사,動詞,,B,"見上げる, 仰ぎ見る"
1181,초,의,의존 명사,依存名詞,"初, 秒",B,酢
1017,초기,명,명사,名詞,初期,C,初期
7129,초대,명,명사,名詞,"初代, 招待",A,招待
5293,초대하다,동,동사,動詞,招待-,A,"招待する, 招く, 呼ぶ"
9369,초등학교,명,명사,名詞,初等學校,A,小学校
55056,초등학생,명,명사,名詞,初等學生,C,小学生
16217,초록색,명,명사,名詞,草綠色,B,"緑, 緑色, 草色, 草葉色"
3443,초반,명,명사,名詞,初盤,C,"序盤, 緒戦"
6147,초밥,명,명사,名詞,醋-,B,鮨・寿司
9370,초보,명,명사,名詞,初步,B,"初歩, 初学, 手始め"
9811,초보자,명,명사,名詞,初步者,B,初歩者
5684,초상화,명,명사,名詞,肖像畵,C,肖像画
12141,초순,명,명사,名詞,初旬,C,初旬
9371,초여름,명,명사,名詞,初-,C,初夏
3019,초원,명,명사,名詞,草原,C,草原
9372,초저녁,명,명사,名詞,初-,C,"宵の口, 夕暮れ, 日暮れ"
2147,초점,명,명사,名詞,焦點,C,焦点
6498,초조하다,형,형용사,形容詞,焦燥-,C,"焦燥する・焦躁する, 苛立つ, 苛苛する"
4563,초청,명,명사,名詞,招請,C,招請
9812,초청장,명,명사,名詞,招請狀,B,"招請状, 招待状"
5826,초청하다,동,동사,動詞,招請-,C,"招請する, 招待する"
8235,초콜릿,명,명사,名詞,chocolate,A,"チョコレート,チョコ"
9813,촌스럽다,형,형용사,形容詞,村-,C,"田舎くさい, 野暮ったい"
8952,촛불,명,명사,名詞,,C,蝋燭の火
2670,총,"명, 관","명사, 관형사","名詞, 冠形詞","銃, 總",C,銃
4742,총각,명,명사,名詞,總角,C,総角
2946,총리,명,명사,名詞,總理,C,"総理, 総理大臣"
1801,총장,명,명사,名詞,總長,B,総長
2120,촬영,명,명사,名詞,撮影,B,撮影
587,최고,명,명사,名詞,最高,B,最高
8238,최고급,명,명사,名詞,最高級,C,最高級
278,최근,명,명사,名詞,最近,B,最近
1468,최대,명,명사,名詞,最大,B,最大
3251,최대한,명,명사,名詞,最大限,C,最大限
8239,최상,명,명사,名詞,最上,C,最上
2612,최선,명,명사,名詞,最善,B,最善
14932,최소,명,명사,名詞,最小,C,最小
2168,최소한,명,명사,名詞,最小限,B,最小限
5981,최신,명,명사,名詞,最新,C,最新
8240,최악,명,명사,名詞,最惡,C,最悪
6907,최저,명,명사,名詞,最低,C,最低
3020,최종,명,명사,名詞,最終,C,最終
1175,최초,명,명사,名詞,最初,B,最初
5061,최후,명,명사,名詞,最後,C,最後
3091,추가,명,명사,名詞,追加,C,追加
10280,추가되다,동,동사,動詞,追加-,C,追加される
10822,추가하다,동,동사,動詞,追加-,C,追加する
2426,추다,동,동사,動詞,춤을 ~,A,"踊る, 舞う"
4242,추석,명,명사,名詞,秋夕,C,旧暦の盆休み
2752,추억,명,명사,名詞,追憶,B,追憶
3504,추위,명,명사,名詞,,B,寒さ
2224,추진,명,명사,名詞,推進,C,推進
1403,추진하다,동,동사,動詞,推進-,C,"推進する, 推し進める"
6707,추천,명,명사,名詞,推薦,C,推薦
8579,추천하다,동,동사,動詞,推薦-,C,推薦する
7930,추측,명,명사,名詞,推測,C,推測
1317,축구,명,명사,名詞,蹴球,A,サッカー
16227,축구공,명,명사,名詞,蹴球-,B,サッカーボール
21959,축구장,명,명사,名詞,蹴球場,C,"サッカー場, サッカー競技場"
3892,축소,명,명사,名詞,縮小,C,縮小
2562,축제,명,명사,名詞,祝祭,B,祝祭
5982,축하,명,명사,名詞,祝賀,B,祝賀
4656,축하하다,동,동사,動詞,祝賀-,A,"祝賀する, 祝う"
6149,출구,명,명사,名詞,出口,B,出口
8242,출국,명,명사,名詞,出國,C,出国
4470,출근,명,명사,名詞,出勤,B,出勤
5420,출근하다,동,동사,動詞,出勤-,B,"出勤する, 出社する"
2881,출발,명,명사,名詞,出發,B,"出発, 出立, 旅立ち, 出立ち"
5827,출발점,명,명사,名詞,出發點,C,"出発点, 起点, 出立点"
1982,출발하다,동,동사,動詞,出發-,A,"出発する, 出立する"
2017,출산,명,명사,名詞,出産,C,出産
29478,출석하다,동,동사,動詞,出席-,C,出席する
1091,출신,명,명사,名詞,出身,C,身分
2514,출연,명,명사,名詞,出演,C,出演
2272,출연하다,동,동사,動詞,出演-,B,出演する
3955,출입,명,명사,名詞,出入,B,出入り
17710,출입국,명,명사,名詞,出入國,C,出入国
6150,출입문,명,명사,名詞,出入門,B,"出入り口, 通用門"
5686,출장,명,명사,名詞,出張,B,出張
8956,출퇴근,명,명사,名詞,出退勤,C,出退勤
5828,출판,명,명사,名詞,出版,C,出版
4564,출판사,명,명사,名詞,出版社,C,出版社
5829,출현하다,동,동사,動詞,出現-,C,"出現する, 現れる"
1458,춤,명,명사,名詞,,A,"踊り, 舞踊, 舞踏, 舞い"
5154,춤추다,동,동사,動詞,,A,"踊る, 舞う"
1654,춥다,형,형용사,形容詞,,A,寒い
1595,충격,명,명사,名詞,衝擊,B,衝撃
4947,충격적,명,명사,名詞,衝擊的,C,衝撃的
7933,충고,명,명사,名詞,忠告,C,忠告
4243,충돌,명,명사,名詞,衝突,C,衝突
9377,충돌하다,동,동사,動詞,衝突-,C,"衝突する, 突き当たる"
1624,충분하다,형,형용사,形容詞,充分-,B,"十分だ・充分だ, 足りる"
1207,충분히,부,부사,副詞,充分-,B,十分に・充分に
,충청도,고,고유 명사,固有名詞,忠淸道,B,忠清道
2671,취미,명,명사,名詞,趣味,A,趣味
5983,취소,명,명사,名詞,取消,B,"取り消し, 中止"
5421,취소하다,동,동사,動詞,取消-,B,"取り消す, 中止する"
5422,취업,명,명사,名詞,就業,C,就業
5062,취재,명,명사,名詞,取材,C,取材
4844,취직,명,명사,名詞,就職,B,就職
1113,취하다,동,동사,動詞,"取-, 醉-",B,酔う
3893,취향,명,명사,名詞,趣向,C,趣向
922,층,명,명사,名詞,層,A,層
8960,치과,명,명사,名詞,齒科,B,歯科
366,치다,동,동사,動詞,"폭풍우가 ~, 얼굴을 ~, 그물을 ~, 셈을 맞추다",A,"打つ, 叩く, 殴る"
1542,치료,명,명사,名詞,治療,B,治療
10286,치료법,명,명사,名詞,治療法,C,治療法
3718,치료하다,동,동사,動詞,治療-,B,"治療する, 療治する"
1372,치르다,동,동사,動詞,,C,支払う
2457,치마,명,명사,名詞,,A,スカート
4948,치아,명,명사,名詞,齒牙,C,歯
7649,치약,명,명사,名詞,齒藥,A,"歯磨き, 歯磨粉"
3134,치우다,"동, 보","동사, 보조 용언","動詞, 補助用言",,B,"移す, 退ける, 退かす"
2035,치즈,명,명사,名詞,cheese,B,チーズ
147,친구,명,명사,名詞,親舊,A,"友, 友達, 友人, 朋友"
6318,친절,명,명사,名詞,親切,B,親切
3894,친절하다,형,형용사,形容詞,親切-,A,"親切だ, 優しい"
4313,친정,명,명사,名詞,親庭,C,"実家, 里"
2458,친척,명,명사,名詞,親戚,B,親戚
3209,친하다,형,형용사,形容詞,親-,B,"親しい, 親密だ, 近い"
8246,친해지다,동,동사,動詞,親-,C,
14947,칠,수,수사,数詞,七,A,七
19607,칠십,수,수사,数詞,七十,A,七十
1404,칠월,명,명사,名詞,七月,A,七月
10833,칠판,명,명사,名詞,漆板,A,黒板
5423,칠하다,동,동사,動詞,漆-,C,塗る
3056,침,명,명사,名詞,~을 뱉다,C,"唾, 唾液"
1670,침대,명,명사,名詞,寢臺,A,寝台
2486,침묵,명,명사,名詞,沈默,C,沈黙
6319,침실,명,명사,名詞,寢室,B,寝室
7397,침착하다,형,형용사,形容詞,沈着-,C,"沈着だ, 落ち着いている"
8589,칫솔,명,명사,名詞,齒-,A,歯ブラシ
2947,칭찬,명,명사,名詞,稱讚,B,称賛
5295,칭찬하다,동,동사,動詞,稱讚-,C,"賞賛する, 褒める・誉める, 称える, 褒め称える"
2184,카드,명,명사,名詞,card,A,カード
9816,카레,명,명사,名詞,curry,B,カレー粉
2298,카메라,명,명사,名詞,camera,A,カメラ
3895,카운터,명,명사,名詞,계산대,B,"受付台, 勘定台, 帳場"
2848,카페,명,명사,名詞,&프cafe,B,"コーヒー店, 喫茶店"
3719,칸,명,명사,名詞,,C,"空間, 棚"
2273,칼,명,명사,名詞,베는 도구,A,"刀, 包丁, 刃物"
14950,칼국수,명,명사,名詞,,C,"カルグクス
"
7398,캄캄하다,형,형용사,形容詞,,C,真っ暗だ
,캐나다,고,고유 명사,固有名詞,Canada,A,カナダ
5985,캐릭터,명,명사,名詞,character,C,"キャラクター,キャラ"
7134,캠퍼스,명,명사,名詞,campus,B,"構内, 校庭"
4747,캠페인,명,명사,名詞,campaign,C,キャンペーン
886,커다랗다,형,형용사,形容詞,,B,非常に大きい
1510,커지다,동,동사,動詞,,B,"大きくなる, 拡大する, 広がる"
5987,커튼,명,명사,名詞,curtain,B,窓掛け
383,커피,명,명사,名詞,coffee,A,"コーヒー豆, コーヒー粉"
9817,컨디션,명,명사,名詞,condition,C,"調子, 具合"
4658,컬러,명,명사,名詞,color,C,カラー
282,컴퓨터,명,명사,名詞,computer,A,コンピューター
1414,컵,명,명사,名詞,cup,A,"カップ,コップ"
37160,케첩,명,명사,名詞,ketchup,C,"ケチャップ,トマトケチャップ"
2427,켜다,동,동사,動詞,성냥을 ~,A,付ける・点ける
4314,켜지다,동,동사,動詞,,B,
1335,코,명,명사,名詞,,A,鼻
8248,코끝,명,명사,名詞,,C,鼻先
10292,코끼리,명,명사,名詞,,B,象
2428,코너,명,명사,名詞,corner,B,角
2244,코드,명,명사,名詞,code,C,"規定, 規則"
6915,코미디,명,명사,名詞,comedy,C,喜劇
3300,코스,명,명사,名詞,course,C,進路
9819,코스모스,명,명사,名詞,cosmos,C,"コスモス,アキザクラ,オオハルシャギク"
5296,코치,명,명사,名詞,coach,C,"指導, 教示"
9380,코트,명,명사,名詞,court,C,"コート,オーバーコート"
7939,코피,명,명사,名詞,,B,鼻血
10293,콘서트,명,명사,名詞,concert,B,"演奏会, 音楽会"
5567,콜라,명,명사,名詞,cola,A,コーラ
2849,콤플렉스,명,명사,名詞,complex,B,コンプレックス
2226,콩,명,명사,名詞,,B,豆・荳・菽
4027,콩나물,명,명사,名詞,,B,"大豆もやし, 豆もやし"
3956,쾌감,명,명사,名詞,快感,C,快感
5687,쿠데타,명,명사,名詞,,C,クーデター
1054,크기,명,명사,名詞,,B,大きさ
39,크다,"형, 동","형용사, 동사","形容詞, 動詞",,A,"育つ, 成長する"
10839,크리스마스,명,명사,名詞,Christmas,A,クリスマス
4471,크림,명,명사,名詞,cream,C,"乳脂, 生クリーム"
8591,큰길,명,명사,名詞,,B,大通り
16252,큰딸,명,명사,名詞,,C,長女
10294,큰소리,명,명사,名詞,,B,"大声, 怒鳴り声"
10295,큰아들,명,명사,名詞,,C,長男
14960,큰아버지,명,명사,名詞,,C,"伯父, 伯父さん"
29578,큰어머니,명,명사,名詞,,C,"伯母, 伯母さん"
2245,큰일,명,명사,名詞,중대한 일,B,"重大事, 大事, 大変な事"
7651,큰절,명,명사,名詞,,C,お辞儀
17752,클래식,명,명사,名詞,classic,C,クラシック音楽
5830,클럽,명,명사,名詞,club,C,同好会
1124,키,명,명사,名詞,신장,A,"背, 背丈, 身長, 身の丈"
5831,키스,명,명사,名詞,kiss,C,"口付け, 接吻"
980,키우다,동,동사,動詞,,B,"育てる, 飼う, 飼育する, 培う, 養う"
9823,킬로,의,의존 명사,依存名詞,kilo,B,"キロ,キログラム"
2784,킬로그램,의,의존 명사,依存名詞,kilogram,B,"キログラム,キロ"
1997,킬로미터,의,의존 명사,依存名詞,kilometer,B,"キロメートル,キロ"
4388,타고나다,동,동사,動詞,,C,生まれ付く
260,타다,동,동사,動詞,"장작이 ~, 버스에 ~, 물에 ~, 월급을 ~",A,"燃える, 燃焼する"
4846,타락,명,명사,名詞,墮落,C,堕落
5424,타오르다,동,동사,動詞,,C,燃え上がる
4315,타입,명,명사,名詞,type,C,タイプ
7401,타자기,명,명사,名詞,打字機,C,印字機
5425,탁,부,부사,副詞,,C,"ごつんと,ばたっと,ばしっと,ぶすっと,たっと,どんと"
10840,탁구,명,명사,名詞,卓球,C,卓球
4472,탁월하다,형,형용사,形容詞,卓越-,C,卓越だ
4566,탁자,명,명사,名詞,卓子,C,卓
3957,탄생,명,명사,名詞,誕生,C,誕生
3897,탄생하다,동,동사,動詞,誕生-,C,"誕生する, 生まれる"
5833,탈출하다,동,동사,動詞,脫出-,C,"脱出する, 抜け出す"
2613,탑,명,명사,名詞,塔,B,塔
1226,탓,명,명사,名詞,,C,"所為, 為"
6321,태권도,명,명사,名詞,跆拳道,A,跆拳道
741,태도,명,명사,名詞,態度,B,態度
2069,태아,명,명사,名詞,胎兒,C,胎児
1767,태양,명,명사,名詞,太陽,B,太陽
684,태어나다,동,동사,動詞,,A,"生まれる, 出生する, 誕生する"
2910,태우다,동,동사,動詞,"쓰레기를 ~, 차에 ~",B,"燃やす, 燃焼させる"
4748,태풍,명,명사,名詞,颱風,B,台風
1824,택시,명,명사,名詞,taxi,A,タクシー
2981,택하다,동,동사,動詞,擇-,C,"選ぶ, 選択する, 採択する"
2727,탤런트,명,명사,名詞,talent,B,"役者, 俳優"
364,터,"명, 의","명사, 의존 명사","名詞, 依存名詞",,B,"場所, 敷地"
7136,터널,명,명사,名詞,tunnel,B,トンネル
2563,터뜨리다,동,동사,動詞,,B,"潰す, 破裂させる, 割る, 裂く"
8250,터미널,명,명사,名詞,terminal,B,ターミナル
1101,터지다,동,동사,動詞,,C,"壊れる, 切れる, 破裂する, 弾ける, 綻びる"
3252,턱,"명, 의","명사, 의존 명사","名詞, 依存名詞","신체의 일부, 알 ~이 없다",B,"顎, 顎門"
3057,털,명,명사,名詞,,B,毛
2701,털다,동,동사,動詞,,B,"叩く, 払い除ける, 叩き落とす"
4473,텅,부,부사,副詞,~ 비다,C,"空, 空っぽ"
5157,테니스,명,명사,名詞,tennis,A,庭球
5064,테러,명,명사,名詞,terror,C,"テロ,テロリズム"
8964,테스트,명,명사,名詞,test,B,テスト
2639,테이블,명,명사,名詞,table,A,テーブル
3093,테이프,명,명사,名詞,tape,B,テープ
2487,텍스트,명,명사,名詞,text,C,原本
940,텔레비전,명,명사,名詞,television,A,"テレビジョン,テレビ"
4567,토끼,명,명사,名詞,,B,兎
1967,토대,명,명사,名詞,土臺,C,"土台, 基礎, 礎"
1912,토론,명,명사,名詞,討論,B,討論
9825,토론자,명,명사,名詞,討論者,C,討論者
6324,토론하다,동,동사,動詞,討論-,C,討論する
5065,토론회,명,명사,名詞,討論會,C,討論会
3505,토마토,명,명사,名詞,tomato,B,トマト
2327,토요일,명,명사,名詞,土曜日,A,土曜日
4474,토하다,동,동사,動詞,吐-,C,"吐く, 戻す, 嘔吐する"
1286,톤,의,의존 명사,依存名詞,ton,B,トン
2814,통,"명, 의","명사, 의존 명사","名詞, 依存名詞","桶, 通",B,玉
3334,통계,명,명사,名詞,統計,C,統計
6152,통과,명,명사,名詞,通過,C,通過
3666,통과하다,동,동사,動詞,通過-,C,"通り過ぎる, 通り越す, 通過する"
4244,통로,명,명사,名詞,通路,C,通路
904,통신,명,명사,名詞,通信,B,通信
8967,통역,명,명사,名詞,通譯,C,通訳
645,통일,명,명사,名詞,統一,B,統一
5298,통일하다,동,동사,動詞,統一-,C,統一する
3611,통장,명,명사,名詞,通帳,B,通帳
2205,통제,명,명사,名詞,統制,C,統制
2299,통증,명,명사,名詞,痛症,C,痛み
78,통하다,동,동사,動詞,通-,B,通る
1825,통합,명,명사,名詞,統合,C,統合
4659,통화,명,명사,名詞,"通貨, 通話",C,通話
5690,퇴근,명,명사,名詞,退勤,B,退勤
8968,퇴근하다,동,동사,動詞,退勤-,B,退勤する
12961,퇴원,명,명사,名詞,退院,C,退院
12175,퇴원하다,동,동사,動詞,退院-,C,退院する
7139,퇴직금,명,명사,名詞,退職金,C,"退職金, 退職手当"
3667,투명하다,형,형용사,形容詞,透明-,C,透明だ
1030,투자,명,명사,名詞,投資,C,投資
3553,투표,명,명사,名詞,投票,C,投票
6918,튀기다,동,동사,動詞,물방울을 ~,C,揚げる
11478,튀김,명,명사,名詞,,C,"天ぷら, 揚げ物"
3958,튀다,동,동사,動詞,,C,"弾む, 跳ね上げる"
