번호,순위,단어,단어번호,품사,품사 이름,품사 (일본어),풀이（意味）,등급
4525,6656,은,04,명,명사,名詞,銀,C
4526,6668,잘생기다,,형,형용사,形容詞,,B
4527,6671,장애인,,명,명사,名詞,障碍人,C
4528,6672,재활용품,,명,명사,名詞,再活用品,C
4529,6673,저러다,,동,동사,動詞,,C
4530,6674,저리,01,부,부사,副詞,저곳으로,B
4531,6676,절약하다,,동,동사,動詞,節約-,B
4532,6677,정반대,,명,명사,名詞,正反對,C
4533,6689,진동,03,명,명사,名詞,振動,C
4534,6693,찌개,01,명,명사,名詞,,A
4535,6707,추천,03,명,명사,名詞,推薦,C
4536,6720,학점,,명,명사,名詞,學點,C
4537,6721,한가하다,02,형,형용사,形容詞,閑暇-,C
4538,6725,합격,,명,명사,名詞,合格,B
4539,6730,환영하다,,동,동사,動詞,歡迎-,C
4540,6735,간접적,,명,명사,名詞,間接的,C
4541,6746,경영하다,01,동,동사,動詞,經營-,C
4542,6752,그리움,,명,명사,名詞,,C
4543,6754,그사이,,명,명사,名詞,,C
4544,6757,기념하다,,동,동사,動詞,記念-,C
4545,6758,기도,03,명,명사,名詞,祈禱,B
4546,6760,길거리,,명,명사,名詞,,B
4547,6761,꽃잎,,명,명사,名詞,,B
4548,6766,넥타이,,명,명사,名詞,necktie,A
4549,6770,대강,02,부,부사,副詞,大綱,C
4550,6775,독립하다,,동,동사,動詞,獨立-,C
4551,6776,돌려주다,,동,동사,動詞,,B
4552,6779,들이마시다,02,동,동사,動詞,숨을 ~,C
4553,6780,뛰어오르다,,동,동사,動詞,,C
4554,6781,라이터,,명,명사,名詞,lighter,B
4555,6790,문밖,,명,명사,名詞,門-,C
4556,6796,방송하다,01,동,동사,動詞,放送-,C
4557,6802,보충하다,,동,동사,動詞,補充-,C
4558,6812,불완전하다,,형,형용사,形容詞,不完全-,C
4559,6813,불평,01,명,명사,名詞,不平,C
4560,6815,붐비다,,동,동사,動詞,,C
4561,6824,생활환경,,명,명사,名詞,生活環境,B
4562,6826,서명,03,명,명사,名詞,署名,C
4563,6830,손등,01,명,명사,名詞,,C
4564,6842,역사학,,명,명사,名詞,歷史學,C
4565,6844,영,03,부,부사,副詞,~ 딴판이다,C
4566,6846,오리,03,명,명사,名詞,동물,B
4567,6848,요리사,,명,명사,名詞,料理師,C
4568,6852,원서,05,명,명사,名詞,願書,C
4569,6854,월,02,의,의존 명사,依存名詞,月,A
4570,6861,이론적,,명,명사,名詞,理論的,C
4571,6864,이제야,,부,부사,副詞,,C
4572,6871,임신하다,,동,동사,動詞,妊娠-,C
4573,6872,입원하다,01,동,동사,動詞,入院-,B
4574,6876,자취,01,명,명사,名詞,,C
4575,6877,잠그다,01,동,동사,動詞,서랍을 ~,C
4576,6878,잡수시다,,동,동사,動詞,,A
4577,6879,장난감,,명,명사,名詞,,B
4578,6880,장례,02,명,명사,名詞,葬禮,C
4579,6884,전기밥솥,,명,명사,名詞,,B
4580,6894,지금껏,,부,부사,副詞,只今-,C
4581,6896,지름길,,명,명사,名詞,,C
4582,6897,지진,02,명,명사,名詞,地震,C
4583,6901,참석자,,명,명사,名詞,參席者,C
4584,6902,창구,01,명,명사,名詞,窓口,C
4585,6907,최저,01,명,명사,名詞,最低,C
4586,6915,코미디,,명,명사,名詞,comedy,C
4587,6918,튀기다,01,동,동사,動詞,물방울을 ~,C
4588,6926,필수,02,명,명사,名詞,必須,C
4589,6928,하품,01,명,명사,名詞,,B
4590,6930,한국말,,명,명사,名詞,韓國-,A
4591,6939,횟수,,명,명사,名詞,回數,C
4592,6942,가능,,명,명사,名詞,可能,C
4593,6946,값싸다,,형,형용사,形容詞,,C
4594,6951,계란,,명,명사,名詞,鷄卵,A
4595,6961,교문,01,명,명사,名詞,校門,B
4596,6963,권투,01,명,명사,名詞,拳鬪,B
4597,6969,긴장감,,명,명사,名詞,緊張感,C
4598,6980,넷,01,수,수사,数詞,,A
4599,6989,뒤편,,명,명사,名詞,-便,C
4600,6994,매달다,,동,동사,動詞,,C
4601,6995,매주,01,부,부사,副詞,每週,C
4602,7002,문제되다,,동,동사,動詞,問題-,C
4603,7013,받침,,명,명사,名詞,,B
4604,7023,북,07,명,명사,名詞,北,B
4605,7026,불이익,,명,명사,名詞,不利益,C
4606,7027,불필요하다,,형,형용사,形容詞,不必要-,C
4607,7034,산부인과,,명,명사,名詞,産婦人科,C
4608,7036,새우다,01,동,동사,動詞,밤을 ~,C
4609,7038,서명하다,01,동,동사,動詞,署名-,C
4610,7046,수고하다,01,동,동사,動詞,,B
4611,7057,쓸데없다,,형,형용사,形容詞,,C
4612,7058,아뇨,01,감,감탄사,感嘆詞,,B
4613,7059,아래쪽,,명,명사,名詞,,B
4614,7060,아스팔트,,명,명사,名詞,asphalt,C
4615,7061,아하,,감,감탄사,感嘆詞,,C
4616,7066,알코올,,명,명사,名詞,alcohol,C
4617,7068,액세서리,,명,명사,名詞,accessory,B
4618,7071,에어컨,,명,명사,名詞,air conditioner,A
4619,7074,염려하다,01,동,동사,動詞,念慮-,B
4620,7076,오이,01,명,명사,名詞,,B
4621,7078,외삼촌,,명,명사,名詞,外三寸,B
4622,7079,요,03,관,관형사,冠形詞,~ 근방,C
4623,7082,웃음소리,,명,명사,名詞,,C
4624,7086,위쪽,,명,명사,名詞,,B
4625,7093,음료수,,명,명사,名詞,飮料水,B
4626,7102,인쇄,,명,명사,名詞,印刷,C
4627,7107,잔디,,명,명사,名詞,,C
4628,7110,전세,07,명,명사,名詞,傳貰,C
4629,7116,조깅,,명,명사,名詞,jogging,C
4630,7129,초대,"04, 06",명,명사,名詞,"初代, 招待",A
4631,7134,캠퍼스,,명,명사,名詞,campus,B
4632,7136,터널,,명,명사,名詞,tunnel,B
4633,7139,퇴직금,,명,명사,名詞,退職金,C
4634,7153,환갑,02,명,명사,名詞,還甲,B
4635,7158,가만있다,,동,동사,動詞,,C
4636,7160,간편하다,,형,형용사,形容詞,簡便-,C
4637,7161,감동적,,명,명사,名詞,感動的,C
4638,7167,건너오다,,동,동사,動詞,,B
4639,7182,관광지,,명,명사,名詞,觀光地,B
4640,7185,교복,01,명,명사,名詞,校服,C
4641,7186,교포,02,명,명사,名詞,僑胞,B
4642,7188,귀가하다,01,동,동사,動詞,歸家-,C
4643,7201,날아다니다,,동,동사,動詞,,C
4644,7211,더더욱,,부,부사,副詞,,C
4645,7221,등록금,,명,명사,名詞,登錄金,B
4646,7224,뛰어다니다,,동,동사,動詞,,B
4647,7225,마음씨,,명,명사,名詞,,C
4648,7231,메모,,명,명사,名詞,memo,B
4649,7234,몇십,,관,관형사,冠形詞,,B
4650,7238,몸매,,명,명사,名詞,,C
4651,7239,몸무게,,명,명사,名詞,,B
4652,7240,무관심,,명,명사,名詞,無關心,C
4653,7246,반짝이다,,동,동사,動詞,,C
4654,7249,배달,02,명,명사,名詞,配達,B
4655,7250,번역,,명,명사,名詞,飜譯,B
4656,7258,분주하다,05,형,형용사,形容詞,奔走-,C
4657,7262,비닐봉지,,명,명사,名詞,vinyl封紙,B
4658,7264,비판적,,명,명사,名詞,批判的,C
4659,7266,뺏다,,동,동사,動詞,,C
4660,7274,서랍,,명,명사,名詞,,B
4661,7278,소나기,01,명,명사,名詞,,B
4662,7280,소중히,,부,부사,副詞,所重-,C
4663,7281,손잡이,,명,명사,名詞,,B
4664,7283,수도꼭지,,명,명사,名詞,水道-,C
4665,7291,실례,01,명,명사,名詞,失禮,A
4666,7292,싸구려,,명,명사,名詞,,C
4667,7294,안녕,,감,감탄사,感嘆詞,安寧,A
4668,7298,약국,02,명,명사,名詞,藥局,A
4669,7303,어찌나,,부,부사,副詞,,C
4670,7304,엉터리,,명,명사,名詞,,C
4671,7311,연하다,01,형,형용사,形容詞,軟-,B
4672,7321,원숭이,,명,명사,名詞,,B
4673,7323,위법,01,명,명사,名詞,違法,C
4674,7325,육체적,,명,명사,名詞,肉體的,C
4675,7327,음력,02,명,명사,名詞,陰曆,C
4676,7339,이혼,03,명,명사,名詞,離婚,B
4677,7343,일회용,,명,명사,名詞,一回用,B
4678,7353,잔디밭,,명,명사,名詞,,C
4679,7358,전문직,,명,명사,名詞,專門職,C
4680,7360,전화기,,명,명사,名詞,電話機,B
4681,7366,제출,02,명,명사,名詞,提出,C
4682,7371,지난주,,명,명사,名詞,-週,A
4683,7378,진달래,,명,명사,名詞,,B
4684,7385,찌다,"01, 05",동,동사,動詞,"살이 ~, 떡을 ~",B
4685,7386,차남,02,명,명사,名詞,次男,B
4686,7387,채점,,명,명사,名詞,採點,C
4687,7397,침착하다,02,형,형용사,形容詞,沈着-,C
4688,7398,캄캄하다,,형,형용사,形容詞,,C
4689,7401,타자기,,명,명사,名詞,打字機,C
4690,7407,팬티,,명,명사,名詞,panties,B
4691,7409,편히,,부,부사,副詞,便-,B
4692,7410,포인트,,명,명사,名詞,point,C
4693,7411,포크,01,명,명사,名詞,fork,C
4694,7417,한밤중,,명,명사,名詞,-中,C
4695,7430,효도,01,명,명사,名詞,孝道,C
4696,7438,간호사,,명,명사,名詞,看護師,A
4697,7440,개나리,01,명,명사,名詞,,B
4698,7445,고등학생,,명,명사,名詞,高等學生,A
4699,7448,골목길,,명,명사,名詞,,B
4700,7453,관람객,,명,명사,名詞,觀覽客,C
4701,7459,귀가,03,명,명사,名詞,歸家,C
4702,7460,그리워하다,,동,동사,動詞,,C
4703,7464,기억나다,,동,동사,動詞,記憶-,B
4704,7466,기침,01,명,명사,名詞,,B
4705,7474,노랫소리,,명,명사,名詞,,B
4706,7476,다섯,,수,수사,数詞,,A
4707,7478,닭고기,,명,명사,名詞,,A
4708,7487,대학교수,,명,명사,名詞,大學敎授,B
4709,7497,뒷문,,명,명사,名詞,-門,C
4710,7500,딸아이,,명,명사,名詞,,C
4711,7503,레몬,,명,명사,名詞,lemon,B
4712,7505,만족스럽다,,형,형용사,形容詞,滿足-,C
4713,7516,미움,,명,명사,名詞,,C
4714,7518,바가지,01,명,명사,名詞,,C
4715,7521,발끝,,명,명사,名詞,,C
4716,7523,배꼽,,명,명사,名詞,,B
4717,7524,병실,02,명,명사,名詞,病室,C
4718,7527,봉사하다,01,동,동사,動詞,奉仕-,C
4719,7536,비행장,,명,명사,名詞,飛行場,C
4720,7539,사랑스럽다,,형,형용사,形容詞,,B
4721,7561,숟가락,,명,명사,名詞,,A
4722,7562,술병,02,명,명사,名詞,-甁,B
4723,7564,습기,02,명,명사,名詞,濕氣,C
4724,7581,엽서,02,명,명사,名詞,葉書,B
4725,7583,예보,,명,명사,名詞,豫報,C
4726,7586,요일,,명,명사,名詞,曜日,A
4727,7587,욕실,,명,명사,名詞,浴室,B
4728,7588,용감하다,,형,형용사,形容詞,勇敢-,C
4729,7592,운전기사,,명,명사,名詞,運轉技士,B
4730,7594,위험성,,명,명사,名詞,危險性,C
4731,7605,장마,01,명,명사,名詞,,B
4732,7606,재학,02,명,명사,名詞,在學,C
4733,7612,전시하다,01,동,동사,動詞,展示-,C
4734,7616,정기적,,명,명사,名詞,定期的,C
4735,7619,종교적,,명,명사,名詞,宗敎的,C
4736,7620,주관적,,명,명사,名詞,主觀的,C
4737,7629,직장인,,명,명사,名詞,職場人,C
4738,7630,진심,01,명,명사,名詞,眞心,C
4739,7634,질문하다,,동,동사,動詞,質問-,A
4740,7637,짧아지다,,동,동사,動詞,,B
4741,7640,책가방,,명,명사,名詞,冊-,B
4742,7643,천국,01,명,명사,名詞,天國,C
4743,7649,치약,,명,명사,名詞,齒藥,A
4744,7651,큰절,01,명,명사,名詞,,C
4745,7663,학과,01,명,명사,名詞,學科,C
4746,7678,후회,01,명,명사,名詞,後悔,C
4747,7683,강조,02,명,명사,名詞,强調,C
4748,7687,게시판,,명,명사,名詞,揭示板,C
4749,7696,공통점,,명,명사,名詞,共通點,C
4750,7701,과외,,명,명사,名詞,課外,C
4751,7703,교내,01,명,명사,名詞,校內,C
4752,7705,구,"01, 15","수, 명","수사, 명사","数詞, 名詞","九, 區",A
4753,7714,금요일,,명,명사,名詞,金曜日,A
4754,7720,김밥,,명,명사,名詞,,A
4755,7728,내적,01,명,명사,名詞,內的,C
4756,7731,놀이터,,명,명사,名詞,,B
4757,7736,다녀가다,,동,동사,動詞,,B
4758,7738,답장,,명,명사,名詞,答狀,B
4759,7749,때때로,,부,부사,副詞,,B
4760,7756,마라톤,,명,명사,名詞,marathon,C
4761,7759,매스컴,,명,명사,名詞,mass communication,C
4762,7773,바나나,,명,명사,名詞,banana,A
4763,7776,발등,,명,명사,名詞,,B
4764,7778,밤새,02,명,명사,名詞,~ 안녕하셨습니까,C
4765,7784,별일,,명,명사,名詞,別-,C
4766,7785,보내오다,,동,동사,動詞,,C
4767,7789,부채,01,명,명사,名詞,,C
4768,7795,블라우스,,명,명사,名詞,blouse,B
4769,7800,사업가,,명,명사,名詞,事業家,C
4770,7801,사이좋다,,형,형용사,形容詞,,B
4771,7811,세상에,,감,감탄사,感嘆詞,世上-,C
4772,7816,수고,01,명,명사,名詞,,C
4773,7818,수요일,,명,명사,名詞,水曜日,A
4774,7822,슬퍼하다,,동,동사,動詞,,B
4775,7823,시금치,,명,명사,名詞,,C
4776,7828,신청서,,명,명사,名詞,申請書,C
4777,7835,쓰레기통,,명,명사,名詞,-桶,B
4778,7836,아랫사람,,명,명사,名詞,,C
4779,7838,앞쪽,,명,명사,名詞,,B
4780,7840,앨범,,명,명사,名詞,album,C
4781,7848,여전하다,,형,형용사,形容詞,如前-,C
4782,7853,영남,,명,명사,名詞,嶺南,C
4783,7857,옥상,03,명,명사,名詞,屋上,C
4784,7860,왼발,,명,명사,名詞,,B
4785,7864,운전하다,,동,동사,動詞,運轉-,A
4786,7884,일자리,,명,명사,名詞,,C
4787,7890,자매,03,명,명사,名詞,姉妹,C
4788,7897,저번,02,명,명사,名詞,這番,B
4789,7900,전시장,,명,명사,名詞,展示場,C
4790,7904,절약,,명,명사,名詞,節約,C
4791,7906,정답,,명,명사,名詞,正答,B
4792,7907,정오,01,명,명사,名詞,正午,C
4793,7909,제대하다,,동,동사,動詞,除隊-,C
4794,7913,졸다,01,동,동사,動詞,,B
4795,7918,즉석,,명,명사,名詞,卽席,C
4796,7924,차차,01,부,부사,副詞,次次,C
4797,7930,추측,,명,명사,名詞,推測,C
4798,7933,충고,,명,명사,名詞,忠告,C
4799,7939,코피,01,명,명사,名詞,,B
4800,7946,팩시밀리,,명,명사,名詞,facsimile,C
4801,7956,한낮,,명,명사,名詞,,C
4802,7958,할인,01,명,명사,名詞,割引,B
4803,7971,가득히,,부,부사,副詞,,C
4804,7977,간호,,명,명사,名詞,看護,C
4805,7979,갑,05,명,명사,名詞,匣,C
4806,7984,건너,01,명,명사,名詞,,C
4807,7987,겁나다,02,동,동사,動詞,怯-,C
4808,7996,고구마,,명,명사,名詞,,B
4809,8014,국기,07,명,명사,名詞,國旗,B
4810,8018,금메달,,명,명사,名詞,金medal,C
4811,8031,노트,02,명,명사,名詞,note,A
4812,8033,눈감다,,동,동사,動詞,,C
4813,8034,눈뜨다,,동,동사,動詞,,C
4814,8043,대입,01,명,명사,名詞,大入,C
4815,8044,대화하다,02,동,동사,動詞,對話-,B
4816,8045,도마,01,명,명사,名詞,,C
4817,8050,동화책,,명,명사,名詞,童話冊,C
4818,8053,딸기,,명,명사,名詞,,A
4819,8054,땅바닥,,명,명사,名詞,,C
4820,8064,모집하다,,동,동사,動詞,募集-,C
4821,8071,미워하다,,동,동사,動詞,,B
4822,8076,밤색,,명,명사,名詞,-色,C
4823,8077,밥맛,,명,명사,名詞,,B
4824,8079,배우자,02,명,명사,名詞,配偶者,C
4825,8085,복사,09,명,명사,名詞,複寫,B
4826,8090,볶음밥,,명,명사,名詞,,B
4827,8113,성별,01,명,명사,名詞,性別,B
4828,8116,세탁,,명,명사,名詞,洗濯,B
4829,8117,소문나다,,동,동사,動詞,所聞-,B
4830,8118,소용없다,,형,형용사,形容詞,所用-,B
4831,8120,속상하다,02,형,형용사,形容詞,-傷-,C
4832,8121,손수건,,명,명사,名詞,-手巾,B
4833,8122,송아지,,명,명사,名詞,,B
4834,8124,수돗물,,명,명사,名詞,水道-,B
4835,8126,수만,,관,관형사,冠形詞,數萬,C
4836,8129,수입되다,02,동,동사,動詞,輸入-,C
4837,8130,수입품,02,명,명사,名詞,輸入品,C
4838,8134,술자리,,명,명사,名詞,,B
4839,8140,식기,01,명,명사,名詞,食器,C
4840,8146,싼값,,명,명사,名詞,,C
4841,8154,안부,01,명,명사,名詞,安否,C
4842,8157,양주,04,명,명사,名詞,洋酒,C
4843,8160,어린이날,,명,명사,名詞,,B
4844,8168,영화배우,,명,명사,名詞,映畵俳優,C
4845,8169,오른발,,명,명사,名詞,,B
4846,8173,용서,01,명,명사,名詞,容恕,C
4847,8177,우편,04,명,명사,名詞,郵便,C
4848,8189,이사하다,01,동,동사,動詞,移徙-,B
4849,8191,일등,,명,명사,名詞,一等,B
4850,8198,작아지다,,동,동사,動詞,,B
4851,8205,정장,04,명,명사,名詞,正裝,C
4852,8210,좁히다,01,동,동사,動詞,,C
4853,8212,좋아,,감,감탄사,感嘆詞,,C
4854,8219,줄무늬,,명,명사,名詞,,B
4855,8224,지워지다,,동,동사,動詞,,C
4856,8225,지저분하다,,형,형용사,形容詞,,C
4857,8226,진통,01,명,명사,名詞,陣痛,C
4858,8229,찬성하다,,동,동사,動詞,贊成-,C
4859,8231,참석,,명,명사,名詞,參席,C
4860,8235,초콜릿,,명,명사,名詞,chocolate,A
4861,8238,최고급,,명,명사,名詞,最高級,C
4862,8239,최상,02,명,명사,名詞,最上,C
4863,8240,최악,,명,명사,名詞,最惡,C
4864,8242,출국,,명,명사,名詞,出國,C
4865,8246,친해지다,,동,동사,動詞,親-,C
4866,8248,코끝,,명,명사,名詞,,C
4867,8250,터미널,,명,명사,名詞,terminal,B
4868,8264,피자,,명,명사,名詞,&이pizza,A
4869,8267,한국적,,명,명사,名詞,韓國的,B
4870,8275,햄,04,명,명사,名詞,ham,C
4871,8282,환영,02,명,명사,名詞,歡迎,B
4872,8286,가로수,,명,명사,名詞,街路樹,C
4873,8290,간식,02,명,명사,名詞,間食,B
4874,8296,개다,01,동,동사,動詞,날이 ~,C
4875,8305,고급스럽다,,형,형용사,形容詞,高級-,C
4876,8307,고소하다,01,형,형용사,形容詞,맛이 ~,C
4877,8313,공주,01,명,명사,名詞,公主,C
4878,8322,깨어지다,,동,동사,動詞,,C
4879,8328,네거리,,명,명사,名詞,,B
4880,8329,노란색,,명,명사,名詞,-色,A
4881,8330,녹음하다,,동,동사,動詞,錄音-,B
4882,8342,대여섯,,관,관형사,冠形詞,,C
4883,8349,되돌아보다,,동,동사,動詞,,C
4884,8355,등산로,,명,명사,名詞,登山路,B
4885,8358,마사지,,명,명사,名詞,massage,B
4886,8361,먹히다,,동,동사,動詞,,B
4887,8364,몸살,01,명,명사,名詞,~이 걸리다,B
4888,8367,무더위,,명,명사,名詞,,B
4889,8369,무용가,,명,명사,名詞,舞踊家,C
4890,8375,박스,,명,명사,名詞,box,B
4891,8377,반기다,,동,동사,動詞,,C
4892,8381,밥솥,,명,명사,名詞,,B
4893,8388,베개,,명,명사,名詞,,B
4894,8389,벨트,,명,명사,名詞,belt,B
4895,8391,복사하다,03,동,동사,動詞,複寫-,B
4896,8407,사계절,,명,명사,名詞,四季節,B
4897,8408,사과하다,02,동,동사,動詞,謝過-,B
4898,8411,사투리,,명,명사,名詞,,C
4899,8416,상금,04,명,명사,名詞,賞金,C
4900,8438,수저,01,명,명사,名詞,,C
4901,8444,식욕,,명,명사,名詞,食慾,C
4902,8457,앞바다,,명,명사,名詞,,C
4903,8458,얄밉다,,형,형용사,形容詞,,C
4904,8459,양상추,,명,명사,名詞,洋-,C
4905,8467,여대생,,명,명사,名詞,女大生,B
4906,8471,연기하다,01,동,동사,動詞,延期-,C
4907,8478,온라인,,명,명사,名詞,on-line,C
4908,8481,외갓집,,명,명사,名詞,外家-,C
4909,8482,외할머니,,명,명사,名詞,外-,B
4910,8489,유능하다,,형,형용사,形容詞,有能-,C
4911,8493,유적지,,명,명사,名詞,遺跡地,C
4912,8499,음악가,,명,명사,名詞,音樂家,B
4913,8500,응답하다,,동,동사,動詞,應答-,C
4914,8503,이롭다,02,형,형용사,形容詞,利-,C
4915,8505,이분,01,대,대명사,代名詞,,A
4916,8512,인삼,,명,명사,名詞,人蔘,B
4917,8518,입사,04,명,명사,名詞,入社,C
4918,8527,재활용,,명,명사,名詞,再活用,C
4919,8536,점원,01,명,명사,名詞,店員,B
4920,8539,제삿날,,명,명사,名詞,祭祀-,C
4921,8546,주름살,,명,명사,名詞,,C
4922,8561,참고하다,,동,동사,動詞,參考-,C
4923,8562,찻잔,,명,명사,名詞,茶盞,B
4924,8568,철학적,,명,명사,名詞,哲學的,C
4925,8579,추천하다,02,동,동사,動詞,推薦-,C
4926,8589,칫솔,,명,명사,名詞,齒-,A
4927,8591,큰길,,명,명사,名詞,,B
4928,8598,판매되다,,동,동사,動詞,販賣-,C
4929,8602,포근하다,,형,형용사,形容詞,,C
4930,8603,포도,06,명,명사,名詞,葡萄,A
4931,8605,하나님,,명,명사,名詞,,C
4932,8610,학력,02,명,명사,名詞,學歷,C
4933,8613,한정하다,01,동,동사,動詞,限定-,C
4934,8619,향상되다,,동,동사,動詞,向上-,C
4935,8626,홈페이지,,명,명사,名詞,homepage,B
4936,8633,횡단보도,,명,명사,名詞,橫斷步道,B
4937,8645,가톨릭,,명,명사,名詞,Catholic,C
4938,8651,강당,,명,명사,名詞,講堂,B
4939,8659,건조하다,02,형,형용사,形容詞,乾燥-,C
4940,8660,걷기,,명,명사,名詞,,C
4941,8668,고모부,,명,명사,名詞,姑母夫,B
4942,8672,공중전화,,명,명사,名詞,公衆電話,A
4943,8673,공통,,명,명사,名詞,共通,C
4944,8682,국가적,,명,명사,名詞,國家的,C
4945,8685,귓속,,명,명사,名詞,,C
4946,8686,그래픽,,명,명사,名詞,graphic,C
4947,8687,근교,,명,명사,名詞,近郊,C
4948,8690,기초적,,명,명사,名詞,基礎的,C
4949,8699,녹음,03,명,명사,名詞,錄音,B
4950,8704,다양성,,명,명사,名詞,多樣性,C
4951,8710,대상자,03,명,명사,名詞,對象者,C
4952,8718,동그라미,,명,명사,名詞,,C
4953,8727,떠나오다,,동,동사,動詞,,C
4954,8731,레이저,,명,명사,名詞,laser,C
4955,8736,마중,01,명,명사,名詞,,B
4956,8754,밤중,,명,명사,名詞,-中,B
4957,8756,배드민턴,,명,명사,名詞,badminton,B
4958,8757,배부르다,,형,형용사,形容詞,,A
4959,8759,버튼,,명,명사,名詞,button,B
4960,8768,보수적,,명,명사,名詞,保守的,C
4961,8779,불확실하다,,형,형용사,形容詞,不確實-,C
4962,8781,비만,01,명,명사,名詞,肥滿,C
4963,8785,빗방울,,명,명사,名詞,,C
4964,8791,사회자,,명,명사,名詞,司會者,C
4965,8795,샤워,,명,명사,名詞,shower,A
4966,8798,서투르다,,형,형용사,形容詞,,B
4967,8809,세탁기,,명,명사,名詞,洗濯機,A
4968,8811,손뼉,,명,명사,名詞,,B
4969,8812,손수,01,부,부사,副詞,,C
4970,8813,송편,,명,명사,名詞,松-,B
4971,8822,시들다,,동,동사,動詞,,C
4972,8823,시디,01,명,명사,名詞,콤팩트디스크,C
4973,8826,신사,16,명,명사,名詞,紳士,C
4974,8828,신혼부부,,명,명사,名詞,新婚夫婦,B
4975,8830,싱겁다,,형,형용사,形容詞,,B
4976,8832,쓸데없이,,부,부사,副詞,,C
4977,8840,야하다,01,형,형용사,形容詞,冶-,C
4978,8845,어쩌다가,,부,부사,副詞,,C
4979,8863,옛날이야기,,명,명사,名詞,,B
4980,8865,오븐,,명,명사,名詞,oven,B
4981,8866,온종일,,명,명사,名詞,-終日,C
4982,8867,와인,,명,명사,名詞,wine,B
4983,8869,왕비,,명,명사,名詞,王妃,C
4984,8874,우승하다,,동,동사,動詞,優勝-,B
4985,8875,운반,02,명,명사,名詞,運搬,C
4986,8877,웃어른,,명,명사,名詞,,B
4987,8893,인사말,,명,명사,名詞,人事-,B
4988,8904,자판기,,명,명사,名詞,自販機,B
4989,8906,장모님,,명,명사,名詞,丈母-,C
4990,8910,저녁때,,명,명사,名詞,,B
4991,8914,저울,01,명,명사,名詞,,C
4992,8918,적어지다,,동,동사,動詞,,B
4993,8943,지폐,,명,명사,名詞,紙幣,C
4994,8945,진실로,,부,부사,副詞,眞實-,C
4995,8952,촛불,,명,명사,名詞,,C
4996,8956,출퇴근,,명,명사,名詞,出退勤,C
4997,8960,치과,,명,명사,名詞,齒科,B
4998,8964,테스트,,명,명사,名詞,test,B
4999,8967,통역,,명,명사,名詞,通譯,C
5000,8968,퇴근하다,,동,동사,動詞,退勤-,B
5001,8981,피로하다,02,형,형용사,形容詞,疲勞-,B
5002,8982,하,04,명,명사,名詞,下,C
5003,8985,한데,03,부,부사,副詞,,C
5004,8997,혼잣말,,명,명사,名詞,,C
5005,8998,화나다,,동,동사,動詞,火-,B
5006,9002,효도하다,,동,동사,動詞,孝道-,C
5007,9013,힘없이,,부,부사,副詞,,C
5008,9014,가로,01,명,명사,名詞,~와 세로,B
5009,9018,갈아타다,,동,동사,動詞,,B
5010,9030,건넌방,,명,명사,名詞,-房,C
5011,9044,곧이어,,부,부사,副詞,,C
5012,9052,굉장하다,,형,형용사,形容詞,宏壯-,C
5013,9066,기업인,,명,명사,名詞,企業人,C
5014,9069,긴장되다,,동,동사,動詞,緊張-,C
5015,9072,깨끗해지다,,동,동사,動詞,,C
5016,9075,낚싯대,,명,명사,名詞,,C
5017,9077,남동생,,명,명사,名詞,男-,A
5018,9080,냇물,,명,명사,名詞,,C
5019,9082,단골,01,명,명사,名詞,,C
5020,9084,단맛,,명,명사,名詞,,B
5021,9089,담요,,명,명사,名詞,,B
5022,9095,더러워지다,,동,동사,動詞,,C
5023,9101,데우다,01,동,동사,動詞,,C
5024,9103,도착,01,명,명사,名詞,到着,A
5025,9105,동그랗다,,형,형용사,形容詞,,C
5026,9114,뛰어나오다,,동,동사,動詞,,C
5027,9115,레저,,명,명사,名詞,leisure,C
5028,9116,로터리,,명,명사,名詞,rotary,C
5029,9129,무덥다,,형,형용사,形容詞,,C
5030,9136,뭘,01,감,감탄사,感嘆詞,,C
5031,9144,반대편,,명,명사,名詞,反對便,C
5032,9145,발바닥,,명,명사,名詞,,C
5033,9146,발톱,,명,명사,名詞,,C
5034,9148,밝아지다,,동,동사,動詞,,C
5035,9149,밤새다,,동,동사,動詞,,B
5036,9167,부잣집,,명,명사,名詞,富者-,B
5037,9169,분명해지다,,동,동사,動詞,分明-,C
5038,9177,사진기,02,명,명사,名詞,寫眞機,B
5039,9179,산길,02,명,명사,名詞,山-,C
5040,9184,상추,01,명,명사,名詞,,B
5041,9193,섭씨,,명,명사,名詞,攝氏,B
5042,9195,소시지,,명,명사,名詞,sausage,B
5043,9202,쇼핑,,명,명사,名詞,shopping,A
5044,9213,스케줄,,명,명사,名詞,schedule,B
5045,9214,스키,,명,명사,名詞,ski,A
5046,9222,시외,01,명,명사,名詞,市外,B
5047,9231,심각해지다,,동,동사,動詞,深刻-,C
5048,9233,싹,02,부,부사,副詞,,C
5049,9238,씻기다,"01, 02",동,동사,動詞,"비에 ~, 아이를 ~",C
5050,9241,안심하다,,동,동사,動詞,安心-,C
5051,9248,약수,04,명,명사,名詞,藥水,C
5052,9249,약품,,명,명사,名詞,藥品,C
5053,9250,양배추,,명,명사,名詞,洋-,B
5054,9251,양보,03,명,명사,名詞,讓步,C
5055,9252,양옆,,명,명사,名詞,兩-,C
5056,9253,얕다,,형,형용사,形容詞,,B
5057,9254,어두워지다,,동,동사,動詞,,B
5058,9257,어쩜,,부,부사,副詞,,C
